Word	Havg	StDev	FreqListRank	TwitterRank	translation
ckckck	8044	4.76	1.5460	--	1481	ckckck
gih	8045	4.76	1.3786	--	2433	gih
dibelakang	8046	4.76	1.2545	2043	5237	behind
tbtb	8047	4.76	0.9806	--	5764	tbtb
klw	8048	4.76	1.0012	--	1944	klw
penyebabnya	8049	4.76	1.2048	5338	--	penyebabnya
rob	8050	4.76	1.5460	2508	--	rob
bon	8051	4.76	0.9806	--	5886	bon
bawah	8052	4.76	1.0797	230	1842	bawah
woo	8053	4.76	1.5194	3022	1516	woo
-c-	8054	4.76	0.8935	--	6023	-c-
ending	8055	4.76	1.4786	--	4951	ending
pkl	8056	4.76	1.1877	--	2161	pkl
menutupnya	8057	4.76	1.1168	6163	--	menutupnya
gang	8058	4.76	1.0214	2859	3792	gang
gra	8059	4.76	0.8704	--	5554	gra
daejun	8060	4.76	1.0984	--	5330	daejun
apinya	8061	4.76	1.0606	5255	--	apinya
au	8062	4.76	1.2707	--	1956	au
opo	8063	4.76	1.1350	--	499	opo
tong	8064	4.76	0.9596	3203	1837	tong
'rt	8065	4.76	0.9161	--	3101	'rt
geus	8066	4.76	1.0412	--	3429	geus
alasan	8067	4.76	1.3486	435	955	reason
limit	8068	4.76	1.1350	--	3238	limit
ush	8069	4.76	0.8704	--	2132	ush
rung	8070	4.76	0.8935	--	6124	rung
kn	8071	4.76	1.0797	--	531	kn
gek	8072	4.76	0.8466	--	2193	gek
dund	8073	4.76	0.8935	--	2782	dund
abs	8074	4.76	1.1528	--	3315	abs
--&gt	8075	4.76	0.8935	--	817	--&gt
tauu	8076	4.76	1.0412	--	2536	tauu
diakhir	8077	4.76	0.7969	--	3256	diakhir
drtd	8078	4.76	1.0984	--	3931	drtd
mitos	8079	4.76	1.1528	4666	--	myth
agresif	8080	4.76	1.5460	4547	--	aggressive
penyelidikan	8081	4.76	1.0984	2860	--	investigation
ngalah	8082	4.76	1.2707	--	2783	ngalah
terkadang	8083	4.74	0.8992	1805	839	terkadang
mnh	8084	4.74	1.3063	--	5930	mnh
kebawah	8085	4.74	1.1572	4053	--	kebawah
membiarkan	8086	4.74	1.1747	434	5872	let
ahhh	8087	4.74	1.5361	5801	1613	ahhh
yahrt	8088	4.74	1.1747	--	5033	yahrt
memburu	8089	4.74	1.3674	3222	--	hunt
memohon	8090	4.74	1.3372	2581	--	appeal
#f4f	8091	4.74	1.0264	--	1720	#f4f
tebing	8092	4.74	1.3822	5163	--	tebing
blas	8093	4.74	1.0844	--	4685	blas
menangkapmu	8094	4.74	1.7474	3217	--	menangkapmu
bias	8095	4.74	1.1572	--	2000	bias
mengikat	8096	4.74	1.3524	3917	--	binding
sh	8097	4.74	1.0461	--	2005	sh
zilong	8098	4.74	0.8283	5400	--	zilong
butch	8099	4.74	1.3524	4055	--	butch
ЩºДºщ	8100	4.74	1.5754	--	1060	ЩºДºщ
kene	8101	4.74	1.1920	--	4868	kene
h	8102	4.74	1.0264	--	1178	h
mordor	8103	4.74	1.2423	5538	--	mordor
bea	8104	4.74	1.3219	6243	--	bea
b1a4	8105	4.74	1.1572	--	5221	b1a4
owh	8106	4.74	1.0654	--	1392	owh
gg	8107	4.74	1.1747	--	787	gg
drt	8108	4.74	0.8283	--	423	drt
ng	8109	4.74	0.9649	--	1455	ng
teu	8110	4.74	1.0264	--	856	teu
dibalas	8111	4.74	1.4820	--	5339	dibalas
freeze	8112	4.74	1.2423	6062	--	freeze
nti	8113	4.74	0.9858	--	2350	nti
ge	8114	4.74	1.1747	--	1115	ge
kepikiran	8115	4.74	1.2423	--	3382	kepikiran
malah	8116	4.74	0.9858	1804	260	instead
pecahan	8117	4.74	1.0654	4807	--	pecahan
mko	8118	4.74	0.8283	--	3492	mko
koyok	8119	4.74	1.2090	--	4695	koyok
klau	8120	4.74	1.1031	--	2803	klau
ˇ▼ˇ-c&ltˇ_ˇ	8121	4.74	1.7935	--	3288	ˇ▼ˇ-c&ltˇ_ˇ
#whatif	8122	4.74	0.9649	--	5351	#whatif
ehhh	8123	4.74	1.4542	--	4697	ehhh
dul	8124	4.74	0.9649	--	6013	dul
jj	8125	4.74	1.3219	--	5455	jj
tolonglah	8126	4.74	1.5884	1175	--	tolonglah
foolback	8127	4.74	1.1572	--	5576	foolback
melapor	8128	4.74	1.0461	3836	--	report
iv	8129	4.74	1.0844	4633	--	iv
nape	8130	4.72	1.1073	--	4592	nape
asap	8131	4.72	1.3099	1812	--	asap
urg	8132	4.72	1.1959	--	2325	urg
melaporkan	8133	4.72	1.3407	2083	--	report
memerintah	8134	4.72	1.2461	4920	--	memerintah
kok	8135	4.72	0.8340	1580	52	kok
lohsms	8136	4.72	1.1613	--	4354	lohsms
boo	8137	4.72	1.5124	2322	--	boo
diikuti	8138	4.72	1.5258	4242	--	diikuti
memutuskan	8139	4.72	1.5258	696	5060	memutuskan
prgi	8140	4.72	0.9697	--	3809	prgi
ah	8141	4.72	1.0309	344	88	ah
minjem	8142	4.72	1.3099	--	4805	minjem
un	8143	4.72	0.9044	--	2206	un
jfb	8144	4.72	1.0506	--	2154	jfb
#sa	8145	4.72	0.8816	--	3594	#sa
kaupikir	8146	4.72	0.9267	3687	--	kaupikir
rada	8147	4.72	0.7835	--	2817	rada
gara	8148	4.72	0.9485	5145	938	gara
ls	8149	4.72	0.9697	3539	--	ls
jb	8150	4.72	0.9697	--	4125	jb
te	8151	4.72	1.0887	--	1462	te
diatur	8152	4.72	1.1436	3748	--	diatur
mohon	8153	4.72	1.3407	930	1727	ask
mnt	8154	4.72	1.1613	--	5105	mnt
kluar	8155	4.72	1.0506	--	1952	kluar
dongrt	8156	4.72	1.3099	--	3841	dongrt
tl	8157	4.72	1.1073	--	500	tl
apah	8158	4.72	1.0887	--	3560	apah
mulder	8159	4.72	1.0887	3788	--	mulder
nyah	8160	4.72	1.1787	--	5743	nyah
berpencar	8161	4.72	1.1787	5904	--	berpencar
menghisap	8162	4.72	1.2129	4186	--	suck
jamur	8163	4.72	1.2296	4900	--	mushrooms
argumen	8164	4.72	1.2623	6198	--	argumen
nge	8165	4.72	1.0110	--	1176	nge
pr	8166	4.72	0.9044	5076	2361	pr
g	8167	4.72	1.0506	--	163	g
got	8168	4.72	1.2129	1377	1716	sewer
apaa	8169	4.72	1.2129	--	1425	apaa
bukannya	8170	4.72	1.2461	1735	1255	instead
terjun	8171	4.72	1.2623	2924	--	terjun
irak	8172	4.72	1.5784	3397	--	Iraq
perintah	8173	4.72	1.4003	541	--	perintah
ko'	8174	4.72	0.8340	--	5630	ko'
ngape	8175	4.72	1.0506	--	5284	ngape
mengisap	8176	4.72	1.5654	3172	--	mengisap
lhoo	8177	4.72	1.1256	--	3071	lhoo
terduga	8178	4.72	1.6041	4305	--	Unexpected
memecahkan	8179	4.72	1.7266	2021	--	memecahkan
ldr	8180	4.72	1.2623	--	1338	ldr
mtk	8181	4.72	0.9906	--	1950	mtk
wat	8182	4.72	0.8581	--	5051	wat
ngp	8183	4.72	1.0698	--	2858	ngp
sengaja	8184	4.72	0.9485	1858	2481	deliberate
jung	8185	4.72	1.0309	--	5832	jung
siape	8186	4.72	0.9485	--	3886	siape
bot	8187	4.72	0.9267	5070	--	bot
topeng	8188	4.72	1.3099	3304	--	mask
ngece	8189	4.72	1.5784	--	6239	ngece
tad	8190	4.70	1.0546	4326	--	tad
mn	8191	4.70	1.0546	--	1766	mn
yeuh	8192	4.70	1.3887	--	4531	yeuh
gy	8193	4.70	0.9530	--	4055	gy
koq	8194	4.70	0.9949	--	945	koq
=&gt	8195	4.70	0.8864	--	2795	=&gt
yh	8196	4.70	0.9949	--	1748	yh
heh	8197	4.70	1.0546	3523	853	heh
tipis	8198	4.70	1.0351	3516	4312	thin
daritadi	8199	4.70	1.2495	--	4117	daritadi
kasusnya	8200	4.70	1.0738	6022	--	case
#ag	8201	4.70	1.1824	--	1634	#ag
-&gt	8202	4.70	0.7626	--	1507	-&gt
kh	8203	4.70	1.0738	--	1597	kh
pssi	8204	4.70	1.3887	--	1478	PSSI
gerimis	8205	4.70	1.1995	--	4900	drizzle
mengunci	8206	4.70	1.1473	2680	--	lock
laa	8207	4.70	0.9530	--	2176	laa
pete	8208	4.70	1.1112	1973	--	pete
koyo	8209	4.70	1.1650	--	4144	koyo
parit	8210	4.70	1.0926	5404	--	parit
mlh	8211	4.70	1.1473	--	3092	mlh
ˇʃƪˇ	8212	4.70	1.6444	--	5136	ˇʃƪˇ
belakang	8213	4.70	1.2164	371	1700	belakang
panti	8214	4.70	1.4743	5354	--	panti
ehh	8215	4.70	1.1824	--	986	ehh
mbek	8216	4.70	1.0152	--	4464	mbek
gile	8217	4.70	1.6933	--	5028	gile
api	8218	4.70	1.6812	418	1384	api
ulang	8219	4.70	1.1473	630	896	repeated
--rt	8220	4.70	1.1294	--	2208	--rt
diapain	8221	4.70	1.1824	--	4411	diapain
ckck	8222	4.70	1.2976	--	1075	ckck
ЩºДºЩ	8223	4.70	1.8098	--	5791	ЩºДºЩ
sono	8224	4.68	0.8908	--	2736	sono
haruskah	8225	4.68	1.0388	1361	--	Should
kq	8226	4.68	0.9355	--	2538	kq
yauda	8227	4.68	1.3619	--	3185	yauda
fu	8228	4.68	1.2027	3024	--	fu
narsis	8229	4.68	1.8120	--	5113	narsis
tiba-tiba	8230	4.68	1.0583	--	3611	tiba-tiba
fist	8231	4.68	1.2526	6240	--	fist
diperintahkan	8232	4.68	1.1328	3865	--	diperintahkan
kada	8233	4.68	0.8676	--	2358	kada
tp	8234	4.68	1.0190	3991	90	tp
pang	8235	4.68	1.1856	--	2587	pang
nora	8236	4.68	1.4061	5208	--	nora
ntr	8237	4.68	0.8908	--	897	ntr
ss	8238	4.68	1.0962	5478	--	ss
lho	8239	4.68	0.9988	--	399	lho
pengecualian	8240	4.68	1.1147	3803	--	exception
hhh	8241	4.68	1.4907	--	4423	hhh
3rt	8242	4.68	1.2526	--	5739	3rt
ujian	8243	4.68	1.5706	2007	699	test
og	8244	4.68	0.9570	--	1487	og
deg	8245	4.68	0.9988	--	2335	deg
_rt	8246	4.68	0.9570	--	4116	_rt
diganti	8247	4.68	1.0774	--	3848	be replaced
berbeda	8248	4.68	0.9988	450	2327	berbeda
ue	8249	4.68	1.2526	--	5031	ue
kw	8250	4.68	0.9781	--	690	kw
ulangi	8251	4.68	1.1328	1947	--	ulangi
iturt	8252	4.68	1.0962	--	6170	iturt
menyebabkan	8253	4.68	1.0190	1261	6196	menyebabkan
gtw	8254	4.68	1.1147	--	3170	gtw
gaje	8255	4.66	1.1178	--	2622	gaje
tapi	8256	4.66	0.9607	30	39	but
ngegombal	8257	4.66	1.9960	--	5274	ngegombal
left	8258	4.66	1.4230	--	5215	left
sedikitpun	8259	4.66	0.9607	4616	--	sedikitpun
cut	8260	4.66	1.2224	3923	4649	cut
artileri	8261	4.66	1.1178	5655	--	artileri
mulu	8262	4.66	1.1178	--	404	mulu
memperingatkan	8263	4.66	1.3342	2752	--	memperingatkan
nk	8264	4.66	1.0224	--	2911	nk
pliss	8265	4.66	1.5201	--	2617	pliss
melepaskan	8266	4.66	1.4230	1235	5327	release
qe	8267	4.66	1.1886	--	4087	qe
*ups	8268	4.66	1.0994	--	3297	*ups
jng	8269	4.66	0.8947	--	3955	jng
cp	8270	4.66	0.9172	--	3004	cp
ʃ⌣ƪ	8271	4.66	1.3940	--	618	ʃ⌣ƪ
0kmh	8272	4.66	1.0422	--	2755	0kmh
aok	8273	4.66	1.1359	--	5090	aok
sb	8274	4.66	0.9392	--	2971	sb
why	8275	4.66	0.8234	4965	876	why
boog	8276	4.66	1.0422	3090	--	boog
kumohon	8277	4.66	1.4792	469	--	kumohon
takkan	8278	4.66	1.2875	331	1659	takkan
ɔ	8279	4.66	0.9817	--	3162	ɔ
sgini	8280	4.66	1.0224	--	5181	sgini
lemparkan	8281	4.66	1.1359	3801	--	lemparkan
dak	8282	4.66	0.8947	--	725	dak
nihrt	8283	4.66	1.3032	--	5063	nihrt
wouid	8284	4.66	1.1359	5358	--	wouid
pemeriksaan	8285	4.64	1.4535	2761	--	examination
#tf	8286	4.64	0.9638	--	5953	#tf
lort	8287	4.64	1.1563	--	5342	lort
terkena	8288	4.64	1.2739	2110	--	terkena
_v	8289	4.64	1.3056	--	2313	_v
f	8290	4.64	0.9205	--	2521	f
umm	8291	4.64	1.0053	5326	--	umm
#asiksindir	8292	4.64	1.7114	--	4311	#asiksindir
#ehh	8293	4.64	1.1021	--	4638	#ehh
apaan	8294	4.64	0.8020	1146	258	apaan
mantra	8295	4.64	1.2898	3726	--	mantra
amunisi	8296	4.64	1.2081	2994	--	amunisi
dikendalikan	8297	4.64	1.2898	5361	--	dikendalikan
semak	8298	4.64	0.8981	4544	--	semak
menghabiskan	8299	4.64	1.3815	683	5898	spend
keluarlah	8300	4.64	1.3365	2733	--	keluarlah
gx	8301	4.64	0.9848	--	1179	gx
ajh	8302	4.64	1.3056	--	1840	ajh
loo	8303	4.64	1.1386	--	2066	loo
rtrtrt	8304	4.64	1.3365	--	5046	rtrtrt
peh	8305	4.64	0.9424	--	5903	peh
lagian	8306	4.64	1.0053	--	2261	lagian
kecilnya	8307	4.64	1.0053	4378	--	kecilnya
---&gt	8308	4.64	1.0835	--	2549	---&gt
modus	8309	4.64	1.1205	--	4908	modus
pensiun	8310	4.64	1.3815	2595	--	pensiun
menantang	8311	4.64	1.7351	3921	--	challenge
idak	8312	4.64	0.9424	--	2942	o
berlutut	8313	4.64	1.2249	2386	--	berlutut
bokong	8314	4.64	1.6630	3269	--	bokong
ra	8315	4.62	0.9452	--	630	ra
genit	8316	4.62	1.7130	--	3926	flirty
llo	8317	4.62	1.2103	--	5014	llo
sikat	8318	4.62	1.3686	5960	5155	sikat
help	8319	4.62	1.4968	2425	1693	help
nyawamu	8320	4.62	1.4693	5265	--	nyawamu
vs	8321	4.62	0.9234	--	707	vs
menerobos	8322	4.62	1.3686	4011	--	menerobos
#ldr	8323	4.62	1.2271	--	3820	#ldr
beud	8324	4.62	1.1229	--	3456	beud
rawa	8325	4.62	0.6354	4902	--	rawa
asin	8326	4.62	1.1761	--	6061	salty
item	8327	4.62	1.4126	--	2277	item
biaya	8328	4.62	1.3076	1389	5629	cost
durung	8329	4.62	1.2599	--	5414	durung
katek	8330	4.62	0.9875	--	5839	katek
lama2	8331	4.62	1.0280	--	3179	lama2
dipindahkan	8332	4.62	1.3686	3773	--	dipindahkan
ngerjain	8333	4.62	1.4412	--	1341	ngerjain
jeh	8334	4.62	1.0280	--	3360	jeh
-rt	8335	4.62	1.1409	--	5716	-rt
weh	8336	4.62	1.0859	--	1030	weh
pedes	8337	4.62	1.6523	--	4027	pedes
dibawah	8338	4.62	1.3384	1178	3656	below
gr	8339	4.62	1.1229	--	3817	gr
eteb	8340	4.62	0.9234	--	5487	eteb
crossfire	8341	4.62	1.4968	5622	--	crossfire
tajam	8342	4.62	1.3536	2666	--	tajam
moal	8343	4.62	1.2103	--	3298	moal
berbulu	8344	4.62	1.3231	6031	--	berbulu
#ff	8345	4.62	1.3231	--	1775	#ff
wait	8346	4.60	1.0498	--	1745	wait
ntky	8347	4.60	1.1429	--	4511	ntky
g'	8348	4.60	1.0102	--	3852	g'
cl	8349	4.60	1.1429	--	5683	cl
melempar	8350	4.60	1.2936	2181	--	melempar
yaudh	8351	4.60	1.1606	--	5356	yaudh
tersisa	8352	4.60	1.0880	1020	--	tersisa
beium	8353	4.60	0.8571	6181	--	beium
ampun	8354	4.60	1.6903	1072	834	forgiveness
tapii	8355	4.60	0.9689	--	4971	tapii
nh	8356	4.60	0.9689	--	1502	nh
lh	8357	4.60	1.0102	--	1253	lh
ff	8358	4.60	1.0690	--	5987	ff
bukanlah	8359	4.60	0.9897	914	1887	not
block	8360	4.60	1.1780	--	5639	block
nafsu	8361	4.60	1.3248	4838	3678	lust
seh	8362	4.60	0.9476	--	1513	seh
belakangmu	8363	4.60	0.9035	3322	--	belakangmu
ntar	8364	4.60	1.0102	--	247	ntar
yrt	8365	4.60	0.9897	--	3892	yrt
=rt	8366	4.60	1.0690	--	2382	=rt
tumpukan	8367	4.60	1.2289	3405	--	tumpukan
gausa	8368	4.60	1.2617	--	6083	gausa
sayangnya	8369	4.60	1.4983	1569	3053	sayangnya
keburu	8370	4.60	0.9258	--	4442	keburu
lewatkan	8371	4.60	1.1249	4523	--	lewatkan
hah	8372	4.60	1.1249	810	613	hah
mek	8373	4.60	1.2289	--	4946	mek
bangsal	8374	4.60	1.3248	4421	--	ward
pelatuk	8375	4.60	1.3997	6201	--	pelatuk
laporkan	8376	4.60	1.1066	5020	--	laporkan
kga	8377	4.60	1.1606	--	2216	kga
deras	8378	4.60	1.1606	--	3806	swift
prt	8379	4.60	0.9897	--	395	prt
knp	8380	4.58	1.1082	--	218	knp
waspada	8381	4.58	1.4299	3012	--	waspada
buru	8382	4.58	1.0515	1429	4563	buru
dalem	8383	4.58	1.1796	--	2289	dalem
menyangka	8384	4.58	0.9278	3839	--	think
ahhhh	8385	4.58	1.4299	--	5065	ahhhh
yach	8386	4.58	1.1622	--	2175	yach
del	8387	4.58	0.9278	--	2497	del
maap	8388	4.58	1.3864	--	1094	maap
looh	8389	4.58	1.2304	--	4081	looh
melawannya	8390	4.58	1.2950	4557	--	melawannya
eee	8391	4.58	0.9916	--	3626	eee
lum	8392	4.58	0.9495	--	3781	lum
#bs	8393	4.58	1.2631	--	6109	#bs
melepaskannya	8394	4.58	1.5398	3525	--	melepaskannya
akibat	8395	4.58	1.2304	3367	2947	akibat
negro	8396	4.58	1.3864	2628	--	negro
dampak	8397	4.58	0.9495	5373	--	impact
koplak	8398	4.58	1.7967	--	4610	Koplak
entar	8399	4.58	0.9055	--	1571	entar
sich	8400	4.58	1.2304	--	1974	sich
yaudah	8401	4.58	1.2631	--	551	yaudah
nasib	8402	4.58	1.4299	1662	1547	nasib
menutupi	8403	4.58	1.0897	2297	6103	menutupi
jadul	8404	4.58	1.3107	--	5537	jadul
dibandingkan	8405	4.58	1.0708	2910	--	dibandingkan
ish	8406	4.58	1.0120	--	2272	ish
bull	8407	4.58	1.4441	5491	--	bull
turun	8408	4.58	1.0897	348	1010	down
kerjain	8409	4.58	1.2631	--	4652	kerjain
krik	8410	4.58	1.1445	--	4319	krik
tangkap	8411	4.58	1.6299	1088	--	Capture
maav	8412	4.56	1.3577	--	5043	maav
under	8413	4.56	0.7329	--	5523	under
keringat	8414	4.56	1.2149	5421	--	keringat
meriam	8415	4.56	1.4020	2821	--	meriam
gada	8416	4.56	0.9930	--	1319	gada
ajart	8417	4.56	1.2149	--	2960	ajart
cuman	8418	4.56	0.7045	5195	747	cuman
deres	8419	4.56	1.2480	--	4052	deres
cma	8420	4.56	0.9510	--	1552	cma
ii	8421	4.56	1.1095	2264	2016	ii
lempar	8422	4.56	1.3273	3606	2868	lempar
cok	8423	4.56	1.1808	--	3341	cok
matai	8424	4.56	1.1634	6005	--	matai
balas	8425	4.56	1.4868	1902	1938	balas
dramatis	8426	4.56	1.3426	5585	--	dramatic
huaaa	8427	4.56	1.7747	--	5427	huaaa
isu	8428	4.56	1.2643	5288	--	isu
akhir	8429	4.56	1.4020	443	631	akhir
ck	8430	4.56	1.2149	--	2299	ck
er	8431	4.56	1.0721	3134	--	er
kredit	8432	4.56	1.3726	2977	--	kredit
tidakkah	8433	4.56	1.0333	973	--	tidakkah
apalah	8434	4.56	0.8843	4833	2830	apalah
ydh	8435	4.56	0.9723	--	5721	ydh
unfoll	8436	4.56	1.0721	--	2019	unfoll
sihh	8437	4.56	0.9723	--	1883	sihh
sensitif	8438	4.56	1.3118	2998	4078	sensitif
aahh	8439	4.56	1.3874	--	5044	aahh
bokongmu	8440	4.54	1.6563	2962	--	bokongmu
merunduk	8441	4.54	1.3433	2507	--	merunduk
away	8442	4.54	1.1104	3743	2126	away
nga	8443	4.54	1.0144	--	2393	nga
kerumunan	8444	4.54	1.2969	5560	--	kerumunan
semalaman	8445	4.54	1.1817	4883	--	semalaman
lamanya	8446	4.54	1.2324	3650	5701	lamanya
suruh	8447	4.54	1.0539	1308	1022	order
menutup	8448	4.54	0.9304	882	5088	menutup
ojok	8449	4.54	1.1287	--	3338	ojok
gera	8450	4.54	1.2157	--	5746	gera
sendiri	8451	4.54	1.5546	114	186	own
engah	8452	4.54	0.8134	3796	--	engah
shadow	8453	4.54	0.8381	5370	--	shadow
eh	8454	4.54	1.0343	421	115	eh
berkorban	8455	4.54	1.9400	--	3653	sacrifice
operasi	8456	4.54	1.2157	954	3941	operation
jarum	8457	4.54	1.3881	3381	--	needle
exam	8458	4.54	1.2969	--	4922	exam
bergantung	8459	4.54	1.2969	3514	--	bergantung
mane	8460	4.54	1.0144	--	1907	mane
il	8461	4.54	0.9733	5559	5016	il
sihrt	8462	4.54	1.0144	--	6003	sihrt
tkp	8463	4.54	1.3584	4370	--	tkp
mlah	8464	4.54	1.0919	--	2637	mlah
konyol	8465	4.54	1.7168	1394	5809	konyol
sue	8466	4.54	1.4598	4331	--	sue
tggu	8467	4.54	1.1466	--	6130	tggu
#jawabasal	8468	4.54	1.1466	--	5132	#jawabasal
basah	8469	4.54	1.2651	1840	2754	wet
t^t	8470	4.54	1.4172	--	6202	t^t
muter	8471	4.54	1.1104	--	5761	muter
urusanmu	8472	4.54	1.2488	3042	--	urusanmu
lom	8473	4.54	0.9733	--	3828	lom
tak	8474	4.52	0.9947	22	50	not
membiarkanku	8475	4.52	1.4602	4725	--	membiarkanku
gurun	8476	4.52	1.3589	2894	--	gurun
harimau	8477	4.52	1.5151	3420	--	harimau
hitam	8478	4.52	1.2656	689	1946	black
t	8479	4.52	1.1110	--	584	t
anu	8480	4.52	1.2162	--	1918	thingumajig
--a	8481	4.52	1.0150	--	4560	--a
shh	8482	4.52	1.1648	1650	--	shh
lohh	8483	4.52	1.0544	--	2970	lohh
#masgombal	8484	4.52	1.5810	--	3537	#masgombal
raksasa	8485	4.52	1.6689	1276	--	raksasa
tot	8486	4.52	1.3130	--	4858	tot
aaa	8487	4.52	1.4741	--	1565	aaa
x	8488	4.52	1.3130	--	501	x
palingan	8489	4.52	1.0925	--	5440	palingan
tato	8490	4.52	1.4879	3977	--	tato
membungkuk	8491	4.52	1.4320	4881	--	bend
mengevakuasi	8492	4.52	1.6689	6008	--	mengevakuasi
#jleb	8493	4.52	1.3130	--	2787	#jleb
nyuruh	8494	4.52	1.0544	--	2884	nyuruh
udahlah	8495	4.52	1.1110	--	6231	udahlah
isn't	8496	4.52	0.8628	--	5142	isn't
alah	8497	4.52	0.9089	--	2141	alah
tanggung	8498	4.52	1.0925	1683	2638	bear
meh	8499	4.52	1.0349	--	2204	meh
not	8500	4.52	1.2162	2530	337	not
terakhir	8501	4.50	1.7053	248	773	last
bkan	8502	4.50	1.1294	--	1649	bkan
tiba2	8503	4.50	1.0351	--	1999	tiba2
kencing	8504	4.50	1.3132	2139	--	kencing
darahmu	8505	4.50	1.4178	4781	--	darahmu
ywdh	8506	4.50	1.4321	--	3823	ywdh
nahan	8507	4.50	1.1995	--	2447	nahan
terakhirnya	8508	4.50	1.2330	5413	--	terakhirnya
b-	8509	4.50	1.1824	--	2912	b-
dugaan	8510	4.50	1.0738	6019	--	dugaan
==&gt	8511	4.50	1.3740	--	3166	==&gt
tnggu	8512	4.50	1.0351	--	5012	tnggu
paku	8513	4.50	0.9742	5564	--	nail
diduga	8514	4.50	1.1650	5355	5097	diduga
nope	8515	4.50	0.8144	--	5187	nope
berurusan	8516	4.50	1.3439	2027	--	berurusan
frankenstein	8517	4.50	1.8434	5762	--	frankenstein
kecil	8518	4.50	1.1824	156	553	kecil
buruan	8519	4.50	1.3439	--	1679	buruan
mayday	8520	4.50	1.6933	4681	--	mayday
sian	8521	4.50	1.0152	--	4429	sian
aaah	8522	4.48	1.2816	5805	3137	aaah
seok	8523	4.48	1.2329	3953	--	seok
pemburu	8524	4.48	1.3130	2241	--	hunter
ngak	8525	4.48	0.9311	--	1347	ngak
mengintip	8526	4.48	1.7290	5447	--	mengintip
ngomongin	8527	4.48	1.3130	--	1542	ngomongin
menghela	8528	4.48	1.2329	4895	--	menghela
meniru	8529	4.48	1.3589	5005	--	mimic
mbuh	8530	4.48	0.8389	--	5838	mbuh
liang	8531	4.48	1.4602	4363	--	liang
diuji	8532	4.48	1.4602	5802	--	diuji
remedial	8533	4.48	1.6066	--	6174	remedial
terbatas	8534	4.48	1.4879	2620	--	terbatas
baygon	8535	4.48	1.3285	--	5448	baygon
membiarkannya	8536	4.48	1.3285	2271	--	membiarkannya
ulangan	8537	4.48	1.3438	--	959	replay
gombal	8538	4.48	1.7870	--	1758	gombal
perburuan	8539	4.48	1.6193	5720	--	perburuan
uurt	8540	4.48	1.2656	--	3042	uurt
nyawanya	8541	4.48	1.4177	5654	--	nyawanya
aing	8542	4.48	1.3438	--	2119	aing
jiah	8543	4.48	1.5285	--	1779	jiah
pasien	8544	4.48	1.5810	1686	--	pasien
nyaris	8545	4.48	0.9947	2999	--	nyaris
kebelakang	8546	4.48	1.0349	5902	--	kebelakang
jah	8547	4.48	0.9528	--	3318	jah
tombak	8548	4.48	1.2162	3206	--	tombak
dilaporkan	8549	4.46	1.0730	5193	--	dilaporkan
balikin	8550	4.46	1.1104	--	5479	balikin
biarin	8551	4.46	1.3280	--	947	biarin
siah	8552	4.46	1.3881	--	3918	siah
off	8553	4.46	1.4028	812	760	off
cold	8554	4.46	1.4172	--	6169	cold
rumor	8555	4.46	1.4458	4004	--	rumor
tinju	8556	4.46	1.3584	3106	--	tinju
ikh	8557	4.46	1.1817	--	4895	ikh
pipis	8558	4.46	1.2969	5244	4003	urinate
menghentikan	8559	4.46	1.1643	795	--	menghentikan
cubit	8560	4.46	1.4737	--	4177	cubit
loh	8561	4.46	1.0539	--	222	loh
cabut	8562	4.46	1.5806	--	3936	cabut
lwn	8563	4.46	1.1988	--	4121	lwn
#gombal	8564	4.46	1.6563	--	3254	#gombal
membiarkanmu	8565	4.46	1.1643	3209	--	membiarkanmu
mengambang	8566	4.46	1.2811	5774	--	mengambang
gk	8567	4.46	1.1466	2367	87	gk
akibatnya	8568	4.46	0.9304	5525	--	akibatnya
elah	8569	4.46	1.0144	--	3326	elah
berkeringat	8570	4.44	1.1634	4801	--	berkeringat
tidaklah	8571	4.44	1.0721	3165	--	tidaklah
lubang	8572	4.44	1.3577	851	--	hole
yaah	8573	4.44	1.6433	--	1086	yaah
*lempar	8574	4.44	1.2961	--	5153	*lempar
kapak	8575	4.44	1.2961	6001	--	ax
fuhrer	8576	4.44	1.5407	4868	--	fuhrer
segel	8577	4.44	1.2149	4177	--	seal
-_-v	8578	4.44	1.5670	--	4694	-_-v
crewe	8579	4.44	1.2149	4690	--	crewe
*loh	8580	4.44	0.9930	--	5152	*loh
führerku	8581	4.44	1.3726	6180	--	führerku
hannibal	8582	4.44	1.1808	6185	--	hannibal
ups	8583	4.44	1.1808	--	4547	ups
evakuasi	8584	4.44	1.7975	3115	--	evakuasi
stop	8585	4.44	1.0721	1044	1399	stop
aw	8586	4.44	1.3273	3753	1480	aw
last	8587	4.44	1.2316	--	1148	last
jarang	8588	4.44	1.1634	2971	1098	rarely
bye	8589	4.44	1.3874	775	1188	bye
mengeluarkanmu	8590	4.44	1.5140	5086	--	mengeluarkanmu
blm	8591	4.44	0.8369	--	265	blm
omg	8592	4.42	1.3864	--	2513	omg
-_-rt	8593	4.42	1.2792	--	1172	-_-rt
walah	8594	4.42	1.2469	--	3855	walah
ndk	8595	4.42	0.9916	--	1482	ndk
wek	8596	4.42	1.2304	--	5948	wek
diam	8597	4.42	1.3716	316	1171	silent
lumpur	8598	4.42	1.2304	3284	--	mud
bukan	8599	4.42	1.1796	48	76	not
