Word	Havg	StDev	FreqListRank	TwitterRank	translation
감사할	496	6.44	1.1808	1774	--	Thank you
엄마는	497	6.44	1.3577	797	2853	Mom
결혼할	498	6.44	1.2149	1700	--	Marriage
뷰티	499	6.44	0.9293	--	1651	Beauty
젊은	500	6.44	1.2480	655	1468	Young
엄마	501	6.44	1.3577	267	516	Ma
무료에요	502	6.44	0.9723	--	5395	It's free
대한민국	503	6.44	1.4591	--	327	Republic of Korea
마음껏	504	6.44	1.1980	--	5703	Fully
아빠	505	6.44	1.3426	95	1105	Dad
허허허	506	6.42	1.1622	--	5635	Chuckles
Super	507	6.42	1.0897	--	4383	Super
[이벤트]	508	6.42	1.2304	--	690	[Events]
롯데월드	509	6.42	1.2304	--	3295	Lotte World
아기가	510	6.42	1.1265	709	--	Baby
나눔	511	6.42	1.2469	--	6014	Sharing
yes	512	6.42	1.2137	--	5519	yes
웃긴	513	6.42	1.4859	--	6223	Funny
스타	514	6.42	1.1622	--	3722	Star
보석의	515	6.42	1.0708	2976	--	Jewelry
믿음이	516	6.42	1.0708	--	5760	Faith
별	517	6.42	1.2304	--	670	Star
아기	518	6.42	1.3262	523	5459	Baby
히히	519	6.42	0.9916	--	453	Hee - hee
페스티발을	520	6.42	1.1082	--	6337	Festival
ㅋㅋㅋ난	521	6.42	1.1445	--	4012	ㅋ ㅋ ㅋnan
재밌구만	522	6.42	1.1622	5154	--	Only jaemitgu
새해가	523	6.42	1.2137	--	3998	New Year
정품	524	6.42	1.2469	--	4866	Genuine
깔끔하고	525	6.40	1.0690	4874	--	Clean
괜찮을거야	526	6.40	0.9897	518	--	'll Be fine.
꿈을	527	6.40	1.0880	2007	990	Dreams
완료	528	6.40	1.2289	1914	1701	Complete
새해에도	529	6.40	1.2289	--	6220	The new year
빙고	530	6.40	1.0302	2249	5349	Bingo
새해를	531	6.40	1.2454	--	4285	New Year
충분한	532	6.40	1.1066	1798	--	Sufficient
이겼고	533	6.40	1.1952	--	4625	Won
경품	534	6.40	1.3702	--	5016	Sweepstakes
어머니는	535	6.40	1.3401	1807	--	Mother
가족에게	536	6.40	1.2122	--	3205	Family
공감	537	6.40	1.1066	--	1565	Empathy
대단	538	6.40	1.0302	3353	--	Great
베이비	539	6.40	1.1429	1366	--	Baby
생일을	540	6.40	1.1429	--	5380	Birthday
잘부탁드려요	541	6.40	1.1066	--	4348	Well I'm begging you
웃을	542	6.40	0.9258	--	5476	Laugh
아기를	543	6.40	1.1249	605	--	Baby
안전하다	544	6.40	1.0302	4803	--	Secure
좋은데	545	6.38	0.9452	3341	698	Good
아기는	546	6.38	1.2103	2968	--	Baby
무료	547	6.38	1.2599	--	1288	Free
엄마가	548	6.38	1.3384	439	396	Mom
형제	549	6.38	1.1761	525	--	Brothers
좋을	550	6.38	1.0079	638	2230	Good
좋으면	551	6.38	0.8545	--	5178	Permitting
추억	552	6.38	1.2271	--	5718	Memory
내친구	553	6.38	1.1229	--	5573	Friends
희망도	554	6.38	1.1586	5001	--	Hope
음악을	555	6.38	1.0669	--	3052	Music
감사해야	556	6.38	1.1761	4614	--	Thank you
초대	557	6.38	0.9010	--	4098	Invitation
웃겼던	558	6.38	1.2760	4401	--	Utgyeotdeon
가족과	559	6.38	1.2760	573	4144	Family and
다행이네	560	6.38	0.9875	2746	--	That's a good thing.
앜ㅋㅋㅋㅋ	561	6.38	1.6523	--	6101	Blah blah blah ak
뮤지컬	562	6.38	1.0859	--	2231	Musical
가득한	563	6.38	1.2103	--	3252	Full
morning	564	6.38	1.0079	--	5364	morning
할인	565	6.38	1.0859	--	1959	Discount
특별	566	6.38	1.1933	--	5043	Special
받아가세요~	567	6.38	1.1229	--	2905	Pick Up ~
할수있어	568	6.38	1.1409	2983	--	Dare
하핫	569	6.38	1.0079	--	3169	Hahat
특별한	570	6.38	1.2103	1018	964	Special
오늘의유머	571	6.38	0.9234	--	1467	Life is
인기	572	6.38	1.1933	--	1212	Popularity
보고싶어요	573	6.36	1.3056	--	5278	I want to see
금	574	6.36	1.2898	--	5586	Gold
돈	575	6.36	1.3516	--	304	Money
좋아보인다고	576	6.36	1.1739	4255	--	Looks like
단골	577	6.36	0.9848	3514	--	Classic
안전하게	578	6.36	1.0645	2973	--	Safely
새해에는	579	6.36	1.1205	--	2734	New Year
고맙단	580	6.36	0.8981	4751	--	Thanked
와아	581	6.36	1.0451	--	6208	Wow
가득	582	6.36	1.3815	1413	2381	Full
괜찮다	583	6.36	1.0254	--	4671	Ok
커피를	584	6.36	1.1563	--	3830	Coffee
방송함께봐요~	585	6.36	0.7762	--	1113	TV with me ~
키스한	586	6.36	1.2415	5377	--	Kiss
엄마의	587	6.36	1.4813	2836	--	Mom
인천공항	588	6.36	1.2249	--	2034	Incheon International Airport
very	589	6.36	1.1739	--	2673	very
공짜로	590	6.36	1.3211	--	2909	Free
Korea	591	6.36	1.4107	--	2408	Korea
1억	592	6.36	1.4813	--	2627	100000000
디즈니	593	6.34	1.3188	--	5642	Disney
금요일	594	6.34	1.3032	--	895	Friday
춤	595	6.34	1.1178	--	3879	Dance
친구들	596	6.34	1.2224	619	2081	Friends
치즈	597	6.34	1.1713	2807	--	Cheese
우아	598	6.34	1.0224	--	2830	Elegance
초대합니다	599	6.34	1.1537	--	985	Invite
이벤트	600	6.34	1.1359	--	99	Events
마음	601	6.34	1.1886	1248	575	Mind
옳아요	602	6.34	1.0224	2278	--	're Right.
현금	603	6.34	1.3793	1333	--	Cash
신속정확	604	6.34	0.9172	--	5825	Quickly, accurately
획득	605	6.34	1.1886	--	4803	Acquisition
와~	606	6.34	1.0022	--	5199	And ~
떡볶이	607	6.34	1.0022	--	4103	Toppokki
아버지	608	6.34	1.4792	313	1816	Father
스마트한	609	6.34	0.9817	--	2681	Smart
요리	610	6.34	1.0022	--	5615	Dish
생생한	611	6.34	0.8947	--	1581	Vivid
New	612	6.34	0.9607	--	1359	New
짱이다	613	6.34	1.3644	--	4868	Awesome.
진심으로	614	6.34	1.0806	434	844	Heartily
데이트를	615	6.34	1.1886	2690	--	Dating
하이	616	6.32	1.0774	1941	2677	High
기부	617	6.32	1.3468	--	5092	Donation
웃기는	618	6.32	1.1507	--	6355	Funny
친구들과	619	6.32	0.9570	--	4617	Friends
놀자	620	6.32	1.0962	--	4399	Let's play
왕자	621	6.32	1.0190	3168	--	Prince
춤을	622	6.32	1.0774	--	6350	Dance
가능합니다	623	6.32	0.9134	--	2631	Possible.
전성기를	624	6.32	1.2362	2153	--	Prime
잘자요	625	6.32	1.1328	2296	1712	Goodnight
진심이야	626	6.32	1.1328	2674	--	Seriously
과자	627	6.32	0.9988	--	6346	Confectionery
아내에게	628	6.32	1.2362	3281	--	Wife
좋겠네	629	6.32	1.2526	--	6310	I should have had.
콘서트	630	6.32	1.0388	--	501	Concert
센스	631	6.32	1.0388	--	5304	Sense
네ㅎㅎ	632	6.32	0.8676	--	5314	Yeah heh heh
홈런왕	633	6.32	1.1856	4952	--	Home run king
안녕~	634	6.32	1.0774	--	3028	Hi ~
당당하게	635	6.32	1.1328	--	3713	Openly
좋겟다	636	6.32	1.1683	--	6118	Jotgetda
함께합니다	637	6.32	1.0774	3179	--	With the
잘됐네	638	6.32	1.0774	1184	--	It's great
주인공	639	6.32	1.0962	--	4960	Hero
친한	640	6.32	0.9781	882	3124	Friendly
고백	641	6.32	0.9988	--	5138	Confession
함께	642	6.32	1.1147	40	57	Together
오뚝이처럼	643	6.32	1.2688	4996	--	Like Dharma
바다	644	6.32	1.1147	--	5336	Sea
꿈은	645	6.32	1.1507	--	3528	Dreams
꽃이	646	6.32	1.1683	2894	5205	Flowers
좋게	647	6.32	1.0962	--	2616	Good
초콜릿야	648	6.32	1.1147	4868	--	Chocolate Night
부모님께	649	6.30	1.1995	1660	--	Parents
만나요	650	6.30	1.1473	--	5892	See you
토요일에	651	6.30	1.3286	3022	--	On Saturday
최대한	652	6.30	1.0546	2146	2351	Maximum
건강	653	6.30	1.2495	--	2375	Health
충분합니다	654	6.30	0.9742	2535	--	Sufficient
쿨가이	655	6.30	0.9091	4388	--	Kulgayi
명언	656	6.30	1.1824	--	4656	Wise saying
친구는	657	6.30	1.0152	636	3046	Friend
기대	658	6.30	0.9530	--	2076	Expectation
가능성	659	6.30	1.1473	--	3117	Potential
따뜻해보려고	660	6.30	0.9742	4382	--	Trying to get warm
아ㅋㅋ	661	6.30	1.0152	--	4208	Oh ㅋ ㅋ
특별히	662	6.30	1.0152	2683	4339	Particularly
연말연시	663	6.30	1.2817	--	4496	New Year
뿌잉	664	6.30	1.2330	--	4002	Ppuing
안전	665	6.30	1.0738	1561	1657	Safety
네~	666	6.30	1.1112	--	2023	Four-
좋아질	667	6.30	0.8631	3605	--	Better
비행기	668	6.30	1.2657	--	6083	Airplane
상위	669	6.30	1.2164	--	1736	Top
충분해요	670	6.30	1.0738	1544	--	Enough
Korean	671	6.30	1.4463	--	4091	Korean
즐길	672	6.28	0.9906	1087	5101	Enjoy
한국인	673	6.28	1.3407	--	2352	Korean
쿠폰	674	6.28	1.1959	--	4161	Coupon
키키	675	6.28	0.9697	--	3422	Kiki
아이들	676	6.28	1.2461	--	2401	Children
믿고	677	6.28	1.1256	1169	1298	Believe
아메리카노	678	6.28	1.0887	--	5244	Americano
한국	679	6.28	1.1959	--	308	Korea
출발	680	6.28	0.9906	--	5802	Departure
허니	681	6.28	1.1959	2562	--	Honey
피아노	682	6.28	1.0887	--	4328	Piano
헤헿	683	6.28	0.9906	--	2768	Hehet
개그맨	684	6.28	1.0309	--	6262	Gagman
괜찮습니다	685	6.28	0.7835	1208	--	Okay.
기원합니다	686	6.28	1.0110	--	3444	Wish
아이디어	687	6.28	1.1073	--	3245	Idea
맥주	688	6.28	1.2784	3572	3284	Beer
응원	689	6.28	1.0309	--	1878	Support
잘하고	690	6.28	1.0506	--	2357	Well
뿌잉뿌잉	691	6.28	1.4714	--	1563	Ppuing ppuing
가족은	692	6.28	1.4434	1116	--	Family
힘내요	693	6.28	1.0309	--	2499	Come on.
점심	694	6.28	1.0887	--	850	Lunch
허허	695	6.28	1.1436	--	1408	Heoheo
무료배송	696	6.28	1.0110	--	4821	Free Shipping
주말에	697	6.28	1.2784	1820	1831	Weekend
굳	698	6.28	1.4148	--	3905	GOOD
헤헷	699	6.28	1.1256	--	2982	Hehe
아내	700	6.28	1.2784	1373	--	Wife
즐겨봤어	701	6.28	1.0309	5234	--	Did you enjoy
좋다고	702	6.28	1.1613	--	2213	Good
live	703	6.28	1.0698	--	3393	live
올바른	704	6.26	1.0264	--	3426	Correct
문화상품권	705	6.26	1.1031	--	3275	Cultural Gift
정답	706	6.26	1.0461	--	1420	Answer
빛을	707	6.26	1.2423	--	6273	Light
크크	708	6.26	0.9435	--	1811	Chuckling
친구와	709	6.26	1.1214	2670	6152	Friends
애플	710	6.26	1.0654	--	3720	Apple
ㅋ_ㅋ	711	6.26	1.5884	--	5259	Here.
스마트하게	712	6.26	0.9649	--	5722	Smart
최초	713	6.26	0.8762	--	2539	Very first
만찬을	714	6.26	1.1214	5084	--	Supper
괜찮아요	715	6.26	1.0063	190	1305	All right
가족을	716	6.26	1.1747	764	--	Family
친구랑	717	6.26	0.9858	2220	1865	With friends
안전한	718	6.26	1.1747	4786	--	Safe
아하	719	6.26	1.2257	971	919	Ah
도움	720	6.26	1.1031	2336	6010	Help
만화	721	6.26	1.1920	--	2793	Cartoon
롯데월드에서	722	6.26	1.1395	--	5251	Lotte World
생일이	723	6.26	1.2747	--	5867	Birthday
열심히	724	6.26	1.2423	853	155	Hard
카페	725	6.26	1.0654	--	2273	Cafe
ㅇㅋ	726	6.26	1.0844	--	3109	O ㅋ
기적으로	727	6.26	1.0654	1429	--	Miracle
초콜릿은	728	6.26	0.9858	4866	--	Chocolate is
좋아하지	729	6.26	1.3219	507	6024	Like
재미가	730	6.24	0.9161	--	4525	Fun
애기	731	6.24	1.1528	--	3272	Arabidopsis
캬캬	732	6.24	0.8935	--	3632	Kyakya
엄마랑	733	6.24	1.4923	--	2736	Mom
용기가	734	6.24	0.9381	--	5105	Courage
어머니가	735	6.24	1.4923	--	6075	Mother
다행	736	6.24	1.0214	--	4310	Glad
괜찮아	737	6.24	1.0012	116	692	OK
허락하셨어	738	6.24	1.0797	4945	--	Snorting allowed
이벤트'	739	6.24	1.1704	--	4729	Event '
우리나라	740	6.24	1.3024	--	714	Korea
결혼했고	741	6.24	1.2382	3752	--	Married
가족이구요	742	6.24	1.1168	4332	--	Family slip
하얀	743	6.24	0.9806	--	4083	White
치유하시는	744	6.24	1.0797	3642	--	Your healing
맛	745	6.24	0.9596	--	2953	Flavor
재밌	746	6.24	1.0012	1417	--	Funny
확신	747	6.24	1.2707	1888	--	Assurance
앜ㅋㅋㅋ	748	6.24	1.5460	--	5010	Ak blah blah
어머니를	749	6.24	1.3334	2655	--	Mother
좋아하나	750	6.24	0.9806	5170	--	Good one
진심	751	6.24	1.1704	--	564	Sincerity
업그레이드	752	6.24	0.9596	--	4277	Upgrade
NEW	753	6.24	1.0606	--	5080	NEW
소통원활	754	6.24	0.9806	--	6288	Heavy traffic
아빠를	755	6.22	1.5425	942	--	Dad
와인	756	6.22	1.0554	3347	--	Wine
해결	757	6.22	1.3138	--	4353	Resolution
집으로	758	6.22	1.2501	1702	1839	Home
오랜만이군	759	6.22	1.1119	4697	--	What's up, dude?
많이많이	760	6.22	1.0359	--	3452	Much more
유용한	761	6.22	0.9750	3058	--	Useful
은총이	762	6.22	1.5292	2042	--	Grace
로즈	763	6.22	1.1657	2762	--	Rose
진리	764	6.22	1.0359	--	4471	Truth
다같이	765	6.22	1.0554	--	2272	Together
할인쿠폰	766	6.22	1.1119	--	5294	Discount coupons
추천	767	6.22	1.1301	--	957	Recommendation
드라이브	768	6.22	1.3138	1832	--	Drive
도전	769	6.22	1.1480	--	3539	Challenge
기념	770	6.22	1.0359	--	1216	Commemoration
방학때	771	6.22	1.2337	--	4816	Vacation
확정	772	6.22	1.1119	--	1795	Confirmation
힌트	773	6.22	0.8154	--	2502	Hint
토닥토닥	774	6.22	0.8154	--	1750	Backslaps backslaps
기회	775	6.22	1.1301	--	5620	Opportunity
괜찮죠	776	6.22	0.8640	5000	--	Okay
가족이	777	6.22	1.4609	571	4796	Family
유명한	778	6.22	0.9100	--	2193	Famous
기대되는군	779	6.22	1.0160	5050	--	Expected sense.
확신해	780	6.22	1.1301	4359	--	Sure
생명을	781	6.22	1.1119	--	5634	Life
덕분에	782	6.22	1.1301	--	710	Thanks to
오믈렛으로	783	6.22	0.9750	5090	--	Omelet
라스베가스에서	784	6.22	1.2664	1968	--	Las Vegas
새단장	785	6.22	1.0554	--	4406	Renovation
안녕	786	6.22	1.0746	106	341	Hi
재미로	787	6.22	0.8640	3518	--	Fun
기꺼이	788	6.22	1.0934	1898	--	Gladly
소원을	789	6.22	0.9322	--	5342	Wish
밥	790	6.20	1.1606	--	472	Rice
하늘이	791	6.20	0.9897	2475	3578	Sky
친구들이	792	6.20	0.9258	--	2264	Friends
엄마를	793	6.20	1.5518	2758	--	Moms
만남	794	6.20	0.8806	--	5208	Meeting
미래로	795	6.20	0.9689	3754	--	Future
에너지	796	6.20	1.1606	--	5095	Energy
옳은	797	6.20	0.9035	2865	4717	Correct
적극	798	6.20	1.0690	--	3140	Strongly
엄마한테	799	6.20	1.2617	--	2055	Mom
훨씬	800	6.20	1.0880	1156	959	By far
서울대	801	6.20	1.4846	--	2131	Seoul National University
친구들이랑	802	6.20	1.1780	--	3312	With my friends
괜찮은	803	6.20	0.9258	732	2604	Good
사탕	804	6.20	1.1066	3506	--	Candy
치즈버거가	805	6.20	1.3401	4885	--	Cheeseburger
공짜	806	6.20	1.4286	--	3114	Giveaway
해냈잖아	807	6.20	1.0690	4258	--	Come along
아이들에게	808	6.20	1.1249	--	4479	Children
복되시나이다	809	6.20	1.4428	2048	--	Whoa is blessed
ㅋㅋ난	810	6.18	1.3354	--	5090	ㅋ ㅋnan
패션	811	6.18	0.9833	--	5556	Fashion
퇴근	812	6.18	1.3952	--	2396	Work
목표	813	6.18	1.1373	--	4857	Target
아침	814	6.18	1.1726	493	454	Morning
잘하면	815	6.18	1.0821	3505	4529	Hopefully
반지	816	6.18	1.4384	1403	--	Ring
런닝맨	817	6.18	1.2237	--	4179	Running Man
별이	818	6.18	0.9624	--	4703	By this
제일	819	6.18	1.1551	820	180	Most
가수	820	6.18	1.0240	--	1562	Singer
인사	821	6.18	1.1192	1656	2196	People
함께요	822	6.18	0.8965	4792	--	With John
바른	823	6.18	1.1008	--	5366	Right
미래	824	6.18	1.1726	--	4769	Future
당신을위한	825	6.18	0.9624	1314	--	For you
Seoul	826	6.18	1.2237	--	4673	Seoul
기회가	827	6.18	1.0039	778	2456	Opportunity
최초로	828	6.18	0.9409	--	4323	First
고구마	829	6.18	0.9190	--	5277	Sweet potato
아자	830	6.18	1.1899	--	5864	Aza
잠	831	6.18	1.1008	--	868	Sleep
언니	832	6.18	1.0631	446	123	Sister
ㅋㅅㅋ	833	6.18	1.2237	--	3600	Oi ㅋ ㅋ
팬	834	6.18	1.1551	--	2067	Pan
전세계	835	6.18	1.2403	--	4062	World
후훗	836	6.18	1.0039	--	4128	Huhut
백화점	837	6.18	1.1899	--	3664	Stores
아버지는	838	6.18	1.2403	1112	--	Father
함께한	839	6.18	0.9409	--	5202	Hamkkehan
놀라운	840	6.18	1.0240	1920	1973	Surprising
뉴욕	841	6.18	1.1899	4553	6285	New York
먹고싶다	842	6.18	1.1373	--	2385	I want to eat
힘내서	843	6.18	1.0631	--	4858	You can do this.
여친	844	6.16	1.2513	--	4925	Girlfriend
귤	845	6.16	1.1314	--	3486	Tangerine
찾았어요	846	6.16	0.9337	3409	--	I found
빛이	847	6.16	1.4337	--	5823	Light
노래에	848	6.16	0.9971	3303	--	Song
가득하신	849	6.16	1.0947	2043	--	Now you
신기하다	850	6.16	1.0759	--	5255	Easy to wear
최초의	851	6.16	0.9337	1487	--	First
서울	852	6.16	1.1493	--	303	Seoul
원하던	853	6.16	1.1314	3773	--	Wanted
연기대상	854	6.16	1.0759	--	4455	Acting Awards
#이벤트	855	6.16	1.0174	--	3353	# Event
정	856	6.16	1.0759	--	1724	Tablet
산	857	6.16	1.1493	--	1772	Acid
노래는	858	6.16	0.9971	--	2442	The song is
친구를	859	6.16	1.0174	2005	2821	Friend
첫째도안전	860	6.16	0.9971	--	559	First, it is safe
고기	861	6.16	1.1314	--	2133	Meat
예의	862	6.16	0.9337	1682	--	Courtesy
소녀시대	863	6.16	1.3607	--	1192	Girlhood
친구의	864	6.16	0.8889	--	5498	Friends
충분해	865	6.16	0.9337	4791	--	Enough
이벤트-	866	6.16	1.0759	--	4110	Events -
자기야	867	6.16	1.2014	1500	--	Baby
오래오래	868	6.16	1.0174	--	6072	Long
숲으로	869	6.16	1.2513	1563	--	Forest
옳다	870	6.16	1.0568	3302	--	Be right
굉장히	871	6.16	1.0174	1761	1309	Greatly
특집	872	6.16	1.0568	--	4524	Featured
공연	873	6.16	1.0174	--	699	Performance
노래	874	6.16	1.0568	--	239	Song
can	875	6.14	1.3095	--	1418	can
즐기라고	876	6.14	1.1068	2166	--	Enjoy it
프랑스	877	6.14	1.0692	--	4611	France
오호	878	6.14	1.0304	--	1813	Cor
집	879	6.14	1.2618	--	609	Home
강하고	880	6.14	0.8574	3517	--	Strong
물론이지	881	6.14	0.9037	3485	--	Sure
life	882	6.14	1.3554	--	4895	life
애인이	883	6.14	1.2456	3320	5435	Lovers
뉴욕에	884	6.14	1.1608	2222	--	New York
효능	885	6.14	1.0692	--	4039	Efficacy
iPhone	886	6.14	1.2618	--	6250	iPhone
라스베가스	887	6.14	1.2779	711	--	Las Vegas
바다를	888	6.14	1.1608	2361	--	Sea
괜찮아지는	889	6.14	0.8574	3853	--	Being right
꿈에	890	6.14	0.9037	--	2922	Dream on
맞습니다	891	6.14	0.8809	582	2816	Right
아침입니다	892	6.14	1.1068	--	5770	Morning.
충분히	893	6.14	1.1250	--	1158	Enough
이벤트로	894	6.14	1.0304	--	1474	Events
친구에게	895	6.14	1.0104	3703	2482	Tell a friend
드려요~	896	6.14	0.9260	--	2008	Deuryeoyo ~
성원에	897	6.14	0.8332	--	3091	Members of the
쉬어요	898	6.14	1.0304	5384	--	It's easy,
영화를	899	6.14	1.0304	2318	2845	Movies
살아있는	900	6.14	1.0104	--	5014	Living
다행히	901	6.14	0.7562	--	4380	Fortunately
안전하니까	902	6.14	0.9478	5021	--	Safe.
함께하지	903	6.14	0.9478	2802	--	Not with
믿는	904	6.14	1.0882	3616	1825	Believe
친구한테	905	6.14	0.8809	--	3994	Tell a friend
스키	906	6.14	1.1608	--	5258	Ski
기대하고	907	6.14	0.9691	--	4901	Look forward to
치유가	908	6.12	1.0230	1430	--	Healing
수표	909	6.12	1.3649	3346	--	Check
진정한	910	6.12	1.0029	--	745	Authentic
은총에	911	6.12	1.6117	3658	--	Grace
영웅이	912	6.12	1.0029	3363	--	Hero
미래요	913	6.12	0.9823	5218	--	Future.
영화가	914	6.12	1.1542	--	4832	Movies
빵	915	6.12	1.1891	--	2010	Bread
번듯한	916	6.12	0.9823	5007	--	Decent
언니랑	917	6.12	1.1718	1642	4044	Sister
오빠도	918	6.12	1.0622	--	871	Brother
스키장	919	6.12	1.2558	--	5649	Ski resort
함께하는	920	6.12	1.0622	--	447	Together
개콘	921	6.12	1.0622	--	3510	Gaekon
뉴욕에서	922	6.12	1.2229	2750	--	In New York
치유를	923	6.12	0.9398	2060	--	Healing
소개합니다	924	6.12	0.8722	--	5376	About the
부탁드려요	925	6.12	1.0029	--	1077	I'm begging you
연주	926	6.12	1.0812	1299	--	Play
대한민국이	927	6.12	1.2879	--	4430	The Republic of Korea
경품이	928	6.12	1.0812	--	3335	Prizes
발견했습니다	929	6.12	0.9398	3094	--	I've found
화이트	930	6.12	1.0812	--	2184	White
킹	931	6.12	1.1891	--	5033	King
아이들의	932	6.12	1.0622	--	5296	Children's
노래를	933	6.12	0.8722	1392	1160	Songs
이브	934	6.12	1.1364	--	4031	Eve
큰	935	6.12	0.8722	--	187	Large
우리와	936	6.12	1.0230	1401	--	Us
파란색	937	6.12	1.0428	3317	--	Blue
추억이	938	6.12	1.0428	--	5893	Memories
first	939	6.12	1.2558	--	6013	first
기프티콘	940	6.10	1.0926	--	1477	Gifticon
운동	941	6.10	1.0926	--	1570	Exercise
right	942	6.10	1.1650	--	4038	right
모두	943	6.10	1.1995	55	96	Everything
되세요~	944	6.10	1.0152	--	5685	Day ~
헤이	945	6.10	0.9949	3469	--	Hay
적절한	946	6.10	0.8631	--	4715	Proper
마끼아또	947	6.10	1.0351	--	4869	Macchiato
할머니	948	6.10	1.4178	1002	2018	Grandmother
클리어	949	6.10	1.0738	--	3016	Clear
신메뉴	950	6.10	0.8864	--	5720	New menu
업데이트	951	6.10	0.8391	--	1706	Updates
뷰티풀마트	952	6.10	1.1112	--	5627	Beautiful Mart
강한	953	6.10	0.9742	1557	1804	Strong
많이	954	6.10	0.9742	158	26	A lot of
받아가세요	955	6.10	1.0926	--	4341	Pick Up
짬뽕	956	6.10	1.0152	--	6316	Mixture
괜찮겠구만	957	6.10	0.9091	4243	--	Are you good with ninety thousand
대한민국을	958	6.10	1.1473	--	3552	The Republic of Korea
친구가	959	6.10	0.9313	372	359	Friends
world	960	6.10	1.2164	--	4376	world
이벤트도	961	6.10	0.9530	--	6279	Events
친구에	962	6.10	1.0546	3472	--	Friends
글로벌	963	6.10	1.0738	--	2447	Global
동창이에요	964	6.10	1.1112	3830	--	Alumni's
왕	965	6.10	1.1294	--	2788	King
보고싶어	966	6.10	1.2657	--	3238	Want to see
주세요~	967	6.10	1.0152	--	3264	Please ...
먹어요	968	6.10	0.9091	2269	--	Eat
영화는	969	6.10	0.9742	--	5701	The film
제주도	970	6.10	1.4178	--	3049	Cheju Island
미래를	971	6.10	1.0738	--	2276	Future
많아요	972	6.10	1.1294	--	2886	Lots
음식	973	6.08	1.0660	3547	3989	Food
콜	974	6.08	1.0850	--	2327	Call
다행이네요	975	6.08	1.0660	--	5752	Thank God.
A	976	6.08	1.3974	--	924	A
클래식	977	6.08	1.0467	1984	--	Classic
오우	978	6.08	1.2262	--	2943	Ou
먹으면서	979	6.08	0.9864	--	5471	Eating
아이패드	980	6.08	1.1578	--	1166	IPad
liked	981	6.08	1.2752	--	3157	liked
연주자	982	6.08	1.1578	3724	--	Player
모시겠습니다	983	6.08	1.0069	--	2091	Care center
세계	984	6.08	1.0850	1049	932	World
#해피머니	985	6.08	1.3679	--	3456	# Happy Money
즐건	986	6.08	1.1578	--	5310	Jeulgeon
아빠의	987	6.08	1.3529	1004	--	Dad
믿습니다	988	6.08	1.1036	--	3119	I believe
오픈이벤트	989	6.08	1.1036	--	5412	Open Event
photo	990	6.08	1.0270	--	4861	photo
물론이죠	991	6.08	1.1036	1783	--	Sure
스타벅스	992	6.08	1.4824	--	626	Starbucks
모두를	993	6.08	1.0467	1444	6025	All
카메라	994	6.08	0.9864	3484	1228	Camera
안정을	995	6.08	0.9442	3533	--	Stable
먹는다	996	6.08	1.2262	--	6139	Eat
캬	997	6.08	1.1753	--	5854	Cameron
누나	998	6.08	1.1220	2506	375	Office
모범이	999	6.08	0.9655	3595	--	Model for
야구	1000	6.08	1.2428	--	4755	Baseball
아빠는	1001	6.08	1.2752	1786	--	Dad
생명이	1002	6.08	1.1400	3941	--	Life
날아	1003	6.08	1.1925	3273	--	Fly
대화	1004	6.08	0.9442	--	2498	Dialog
korea	1005	6.08	1.4961	--	5821	korea
신사	1006	6.08	0.9442	--	5865	Gentlemen
인기가요	1007	6.08	1.0270	--	5191	Inkigayo
국제	1008	6.08	1.1400	--	4359	International
확인해주세요~	1009	6.08	1.0467	--	2278	Check back ~
같이살고	1010	6.08	0.8041	4281	--	Live
드라이브를	1011	6.08	1.0660	3342	--	Drive
말씀	1012	6.08	0.9223	667	1257	Word
급상승	1013	6.08	1.2911	--	3187	Zoom
무사히	1014	6.08	0.8999	--	2959	Safe and sound
지갑	1015	6.08	1.1036	876	--	Wallet
청년	1016	6.08	0.9442	--	6035	Youth
확실한	1017	6.08	0.9223	--	3873	Certain
정확한	1018	6.08	0.8769	--	2766	Accurate
감상	1019	6.06	1.0184	4745	--	Appreciation
마음으로	1020	6.06	0.9775	--	1345	Heart
민주주의를	1021	6.06	1.2022	--	3577	Democracy
자비를	1022	6.06	1.0577	3044	--	Mercy
하늘에서	1023	6.06	1.0956	--	5935	In the sky
먹었어요	1024	6.06	0.9564	2687	6347	Ate
정답을	1025	6.06	0.9348	--	647	Answers
리더	1026	6.06	0.9775	4116	--	Leader
