Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank	translation
ааа	7089	5.12	1.1718	3650	821	--	aaa
другое	7090	5.12	0.7461	829	1668	911	more
that	7091	5.12	0.3283	2014	232	--	that
насколько	7092	5.12	0.5584	764	2383	1788	as far as
=d	7093	5.12	1.0029	--	2290	--	=d
установка	7094	5.12	0.7730	--	--	4181	installation
стеныоранжевый	7095	5.12	1.2395	--	1111	--	стеныоранжевый
формат	7096	5.12	0.6590	--	4381	--	формат
фактором	7097	5.12	0.5206	--	--	4290	фактором
феврале	7098	5.12	0.9398	--	--	4553	феврале
профиля	7099	5.12	0.5206	--	--	4803	профиля
объекта	7100	5.12	0.6590	--	--	2411	объекта
угу	7101	5.12	1.0029	2188	3383	--	Yeah
искала	7102	5.12	0.9179	3825	--	--	sought
документы	7103	5.12	1.0812	1557	3322	1515	documentation
процентов	7104	5.12	0.5206	2741	3168	2133	percent
исходя	7105	5.12	0.5938	--	--	1706	proceeding
государству	7106	5.12	1.0812	--	--	3460	State
организацию	7107	5.12	0.7461	--	--	3027	организацию
февраля	7108	5.12	1.0029	--	3186	918	февраля
оо	7109	5.12	0.8241	--	486	--	oo
доказательства	7110	5.12	0.8722	2820	--	4422	доказательства
крестьянских	7111	5.12	0.9613	--	--	3026	крестьянских
иногда	7112	5.12	0.6273	379	294	322	sometimes
монастыря	7113	5.12	1.1364	--	--	3025	монастыря
фразу	7114	5.12	0.4798	--	4026	--	phrase
необходимы	7115	5.12	0.9398	--	--	4824	required
скажут	7116	5.12	0.7730	3378	1745	--	скажут
тож	7117	5.12	0.4352	--	2744	--	тож
средняя	7118	5.12	0.4352	--	--	1877	average
ногах	7119	5.12	0.5584	4522	--	--	ногах
поделать	7120	5.10	1.0351	3002	--	--	help
отнюдь	7121	5.10	0.8864	--	--	2186	does
северо	7122	5.10	0.8631	--	--	907	North
los	7123	5.10	0.9530	--	4335	--	los
какому	7124	5.10	0.5440	--	--	4623	какому
плоскости	7125	5.10	0.6468	--	--	2255	плоскости
другого	7126	5.10	0.6145	805	1049	842	other
так	7127	5.10	0.4629	14	18	33	so
дважды	7128	5.10	0.5051	2035	4547	4305	twice
относятся	7129	5.10	0.7354	--	--	1118	are
громко	7130	5.10	1.1112	3510	3845	4119	loudly
кто-нибудь	7131	5.10	0.5051	--	1329	--	кто-нибудь
творится	7132	5.10	0.9091	3753	2543	--	going
badge	7133	5.10	0.7626	--	3173	--	badge
итак	7134	5.10	0.5440	357	2267	2027	so
any	7135	5.10	0.6776	--	2743	--	any
другими	7136	5.10	0.7626	1717	4475	503	other
какую-то	7137	5.10	0.5440	--	4504	--	какую-то
какого	7138	5.10	0.3642	553	1004	1184	what
совещание	7139	5.10	1.0738	--	--	3950	совещание
которые	7140	5.10	0.3642	196	192	62	which
директора	7141	5.10	1.1824	--	4177	3741	Director
лейтенант	7142	5.10	1.0546	1421	--	4309	лейтенант
ней	7143	5.10	0.6145	169	446	180	It
методика	7144	5.10	0.7626	--	--	2155	technique
руководитель	7145	5.10	1.0546	--	--	4774	leader
точто	7146	5.10	0.7354	--	1895	--	точто
задач	7147	5.10	0.8391	--	--	679	задач
#ipadgames	7148	5.10	1.5017	--	370	--	#ipadgames
стадии	7149	5.10	0.7354	--	--	1501	стадии
пива	7150	5.10	1.6067	1818	2505	--	beer
масса	7151	5.10	0.7071	--	--	1961	масса
спешите	7152	5.10	1.1294	--	2027	--	спешите
отчего	7153	5.10	0.7354	--	--	3968	отчего
поводу	7154	5.10	0.6776	1112	1127	947	about
приведенных	7155	5.10	0.6468	--	--	4257	приведенных
дерек	7156	5.10	0.6145	4672	--	--	derek
сибирь	7157	5.10	1.3439	--	--	4504	Siberia
he	7158	5.10	0.4629	2693	841	--	he
томас	7159	5.10	0.8144	2349	--	--	томас
таблице	7160	5.10	0.6145	--	--	4404	Table
промышленной	7161	5.10	0.9742	--	--	3729	промышленной
корпус	7162	5.10	0.7071	--	--	4295	housing
топлива	7163	5.10	0.9313	--	--	2489	топлива
металлов	7164	5.10	0.7890	--	--	1627	металлов
клер	7165	5.10	0.5051	4854	--	--	Claire
сравнения	7166	5.10	0.5803	--	--	3205	сравнения
слое	7167	5.10	0.6468	--	--	3041	слое
схеме	7168	5.10	0.7071	--	--	3294	схеме
бывают	7169	5.10	0.6776	2779	1606	4272	бывают
it's	7170	5.10	0.3030	--	588	--	it's
четырех	7171	5.10	0.6776	4975	--	1735	four
своихъ	7172	5.10	0.9742	--	--	1463	своихъ
структурных	7173	5.10	0.7890	--	--	5008	структурных
зале	7174	5.10	0.6468	3126	3278	4375	зале
атомов	7175	5.10	0.7354	--	--	2679	атомов
horny	7176	5.10	1.6444	--	4350	--	horny
каких	7177	5.10	0.5440	1679	2231	1156	каких
свидетельствует	7178	5.10	0.7354	--	--	1178	свидетельствует
вдоль	7179	5.10	0.5803	--	--	1142	along
снимай	7180	5.10	0.8631	3279	--	--	снимай
небольшая	7181	5.10	0.9091	3043	--	--	small
ил	7182	5.10	0.7890	--	--	3709	ил
которой	7183	5.10	0.4629	577	887	133	which
след	7184	5.10	0.6468	3267	1463	4717	trail
ряду	7185	5.10	0.7071	--	--	2277	row
держал	7186	5.10	0.9091	4112	--	--	held
повторяю	7187	5.10	0.7354	2467	--	--	repeat
процента	7188	5.10	0.5803	--	--	4007	процента
случаев	7189	5.10	0.8391	--	--	1011	cases
позиций	7190	5.10	0.6468	--	--	2170	позиций
сигнал	7191	5.10	0.7890	1469	--	4590	signal
курсе	7192	5.10	0.4629	1527	1314	--	course
останешься	7193	5.10	0.8631	2542	--	--	останешься
али	7194	5.10	0.8864	2576	--	--	ali
код	7195	5.10	0.6145	1980	4788	--	code
половину	7196	5.10	0.6468	2266	3096	3701	half
коэффициенты	7197	5.10	0.7071	--	--	3761	коэффициенты
ведь	7198	5.10	0.5440	138	235	323	because
краю	7199	5.10	0.8631	--	--	3402	краю
сидишь	7200	5.10	0.7626	3879	2682	--	сидишь
как-то	7201	5.10	0.5440	--	424	--	как-то
процессы	7202	5.10	0.7890	--	--	1105	Processes
franks	7203	5.10	0.6145	--	2782	--	franks
заданий	7204	5.10	0.9091	--	--	4777	заданий
over	7205	5.10	0.8144	--	1206	--	over
остановиться	7206	5.10	0.9091	2304	--	--	остановиться
#24дек	7207	5.10	1.0738	--	1343	--	#24дек
тем	7208	5.10	0.5440	253	206	77	those
статью	7209	5.10	0.8391	4639	4057	2670	Article
выйду	7210	5.10	1.0152	2407	--	--	выйду
тогда	7211	5.10	0.4165	105	212	122	then
формировании	7212	5.10	0.8631	--	--	3954	формировании
правила	7213	5.10	0.9530	1417	2328	1662	regulations
учреждений	7214	5.10	0.7890	--	--	1325	учреждений
цикла	7215	5.10	0.6145	--	--	3004	Cycle
фактора	7216	5.10	0.5440	--	--	3853	фактора
вернитесь	7217	5.10	0.8144	4909	--	--	вернитесь
нефть	7218	5.10	1.2657	--	3561	--	oil
сквозь	7219	5.10	0.6468	2363	--	2151	through
for	7220	5.10	0.5051	3760	96	--	for
app	7221	5.10	1.0738	--	4511	--	app
нему	7222	5.10	0.4165	751	1814	541	it
предварительно	7223	5.10	0.6468	--	--	3355	предварительно
такимъ	7224	5.10	0.8864	--	--	1879	такимъ
стекло	7225	5.10	0.5803	4244	--	--	glass
некоторых	7226	5.10	0.4165	2337	1489	324	some
какая	7227	5.10	0.7890	330	308	1012	what
части	7228	5.10	0.6468	1185	1740	124	of
различие	7229	5.10	0.8391	--	--	2751	различие
водорода	7230	5.10	0.8391	--	--	3272	водорода
километров	7231	5.10	0.7626	3810	--	3996	kilometers
метода	7232	5.10	0.6468	--	--	1033	Method
i	7233	5.10	0.4165	--	23	241	i
таблицы	7234	5.10	0.9091	--	--	2900	table
them	7235	5.10	0.4629	--	1622	--	them
чему	7236	5.10	0.6776	815	1139	1436	what
государственная	7237	5.10	1.1473	--	--	4153	State
какое	7238	5.10	0.3642	639	853	758	what
занять	7239	5.10	0.9091	2889	--	--	take
been	7240	5.10	0.6468	--	2222	--	been
опрос	7241	5.10	0.7071	--	2827	--	interview
вторая	7242	5.10	0.7354	2159	1247	1313	second
вкодноклассники	7243	5.10	1.3590	--	2665	--	вкодноклассники
ящик	7244	5.08	0.8041	2740	--	--	ящик
офицеров	7245	5.08	0.9655	--	--	3190	officers
сходи	7246	5.08	0.7783	3904	--	--	сходи
то	7247	5.08	0.4445	16	20	21	that
молния	7248	5.08	1.5365	3105	--	--	lightning
экономике	7249	5.08	0.8041	--	--	3762	economy
науч	7250	5.08	0.6652	--	--	2613	Scientific
такого	7251	5.08	0.3959	420	510	339	this
шел	7252	5.08	0.5284	3216	4796	1831	шел
извини	7253	5.08	1.3974	328	4010	--	sorry
работал	7254	5.08	0.9864	1062	4650	1713	worked
обратился	7255	5.08	0.8999	--	--	3292	addressed
ту	7256	5.08	0.3959	710	1294	706	that
длины	7257	5.08	0.5284	--	--	2470	length
образомъ	7258	5.08	0.7783	--	--	1261	образомъ
через	7259	5.08	0.6652	145	152	110	through
трубы	7260	5.08	0.6337	--	--	4184	tubing
вопреки	7261	5.08	1.0270	--	--	3987	against
оказалось	7262	5.08	0.8041	2572	2477	1146	was
заявление	7263	5.08	0.8769	2991	3105	4403	statement
test	7264	5.08	0.8769	--	4575	--	test
промышленного	7265	5.08	0.9223	--	--	2445	Industrial
кого-то	7266	5.08	0.3959	--	1170	--	кого-то
го	7267	5.08	0.7239	749	2892	238	th
хд	7268	5.08	1.1036	--	628	--	xg
отрасли	7269	5.08	0.5284	--	--	1352	отрасли
голосую	7270	5.08	0.9864	--	4664	--	голосую
малышевой	7271	5.08	1.2591	--	1688	--	малышевой
отдела	7272	5.08	0.7783	3679	--	2009	Department
производством	7273	5.08	0.9442	--	--	3323	производством
сорок	7274	5.08	0.6007	2818	--	3528	сорок
структура	7275	5.08	0.7516	--	--	1121	structure
охота	7276	5.08	1.4824	--	3300	--	hunting
суток	7277	5.08	0.6007	--	1384	3857	days
одном	7278	5.08	0.5284	1175	893	598	one
обстановка	7279	5.08	0.7239	--	--	4570	situation
вообщем	7280	5.08	0.8291	--	4129	--	вообщем
служили	7281	5.08	0.8533	--	--	4994	served
ретвит	7282	5.08	0.8769	--	1233	--	ретвит
которое	7283	5.08	0.3405	668	1641	228	which
тц	7284	5.08	0.8999	--	3533	--	тц
плотности	7285	5.08	0.7239	--	--	1704	Density
прошла	7286	5.08	0.9442	2600	1363	4632	held
занимают	7287	5.08	0.7783	--	--	3427	занимают
still	7288	5.08	0.4882	--	2275	--	still
опытах	7289	5.08	0.8769	--	--	3922	опытах
дак	7290	5.08	0.8533	--	3230	--	дак
сырья	7291	5.08	0.7516	--	--	1698	сырья
сего	7292	5.08	0.5657	--	--	1250	this
указывают	7293	5.08	0.8999	--	--	4587	show
меч	7294	5.08	1.2262	2012	--	--	sword
металлургии	7295	5.08	0.8999	--	--	4855	металлургии
особо	7296	5.08	0.8291	2866	1903	1946	extra
заново	7297	5.08	0.9864	2941	4978	--	re-
вышли	7298	5.08	0.8291	3061	2091	2599	out
основании	7299	5.08	0.7516	--	--	757	Based on
en	7300	5.08	0.6337	--	1693	--	en
пить	7301	5.08	1.3679	1055	737	--	drink
by	7302	5.08	0.4882	3052	224	--	by
и	7303	5.08	0.2740	--	2	1	and
обратно	7304	5.08	1.2262	652	1538	2096	back
округа	7305	5.08	0.7239	--	--	2698	region
ли	7306	5.08	0.4882	85	131	93	whether
этого	7307	5.08	0.4882	67	173	58	it
were	7308	5.08	0.5657	--	2469	--	were
адвокат	7309	5.08	1.0660	1766	4248	--	lawyer
куда-то	7310	5.08	0.6952	--	3884	--	somewhere
тот	7311	5.08	0.2740	201	260	232	that
блок	7312	5.08	0.8041	--	--	2963	блок
доклад	7313	5.08	1.1036	--	--	2466	report
экономической	7314	5.08	0.9655	--	--	677	economic
again	7315	5.08	0.6952	--	2294	--	again
повидимому	7316	5.08	0.7239	--	--	4445	повидимому
jared	7317	5.08	0.5657	--	2000	--	jared
около	7318	5.08	0.3959	735	626	222	about
сесть	7319	5.08	1.1400	2085	4702	--	сесть
базы	7320	5.08	0.5657	--	1682	1765	base
вроде	7321	5.08	0.6652	444	300	2054	sort of
кандидат	7322	5.08	0.9442	--	4133	--	candidate
док	7323	5.08	0.6652	1620	--	--	dock
office	7324	5.08	1.0069	--	4941	--	office
тaк	7325	5.08	0.4445	4253	--	--	тaк
года	7326	5.08	0.8291	315	93	80	year
профсоюзов	7327	5.08	1.2591	--	--	3102	профсоюзов
представителями	7328	5.08	0.7783	--	--	4302	representatives
such	7329	5.08	0.5284	--	4301	--	such
фил	7330	5.08	0.9655	2214	--	--	фил
предприятиях	7331	5.08	0.8769	--	--	1351	enterprises
принципа	7332	5.08	0.8533	--	--	2727	принципа
лук	7333	5.08	0.9864	--	4416	--	onions
райан	7334	5.08	0.8041	3490	--	--	ryan
докладе	7335	5.08	0.9223	--	--	3579	докладе
состава	7336	5.08	0.7239	--	--	614	composition
hd	7337	5.08	0.6007	--	910	--	hd
определении	7338	5.08	0.6007	--	--	2420	definition
впрочем	7339	5.08	0.5284	4166	4666	1292	however
этихъ	7340	5.08	0.8041	--	--	1996	etih
дай	7341	5.08	0.8999	249	899	--	дай
управления	7342	5.08	0.8999	2505	3288	302	Management
этими	7343	5.08	0.3959	1212	3879	1168	этими
работах	7344	5.08	1.0069	--	--	1297	работах
вес	7345	5.08	0.7783	4188	1735	1115	weight
пункта	7346	5.08	0.6337	--	--	4845	points
are	7347	5.08	0.4445	--	227	--	are
каком	7348	5.08	0.5284	1310	2078	2154	каком
другие	7349	5.08	0.7783	562	726	211	others
поменять	7350	5.08	0.8041	--	4397	--	exchange
когда-то	7351	5.08	0.5657	--	2156	--	once
сбор	7352	5.08	0.7783	--	4411	4696	сбор
фрэнк	7353	5.08	0.6007	1021	--	--	фрэнк
относительно	7354	5.08	0.5657	4237	--	431	about
могъ	7355	5.08	0.8999	--	--	2206	могъ
какова	7356	5.08	0.5284	3913	--	--	какова
justin	7357	5.08	1.1220	--	1800	--	justin
терри	7358	5.08	1.1400	2289	--	--	терри
which	7359	5.08	0.3405	--	3922	--	which
ждем	7360	5.08	0.9442	3243	1338	--	ждем
вопросъ	7361	5.08	0.6337	--	--	2936	вопросъ
оч	7362	5.08	0.7516	--	1734	--	Pts
структур	7363	5.08	0.7239	--	--	2076	структур
секунд	7364	5.08	0.6007	987	3139	--	seconds
лагеря	7365	5.06	1.4201	--	--	4490	camp
ходу	7366	5.06	0.7398	--	2417	3847	ходу
пошел	7367	5.06	0.9564	576	886	1646	пошел
какой-то	7368	5.06	0.5500	--	660	--	какой-то
уж	7369	5.06	0.7117	298	311	619	really
этот	7370	5.06	0.3731	82	132	100	this
оси	7371	5.06	0.4243	--	--	1622	axis
пункты	7372	5.06	0.6518	--	--	4739	items
аааа	7373	5.06	1.2191	--	1278	--	аааа
местами	7374	5.06	0.6197	--	--	3344	местами
следовало	7375	5.06	0.8901	1993	--	2563	should
предприятий	7376	5.06	0.8901	--	--	354	enterprises
how	7377	5.06	0.5115	--	455	--	how
сказалъ	7378	5.06	0.6518	--	--	4183	сказалъ
что	7379	5.06	0.2399	2	8	6	that
сядьте	7380	5.06	0.8430	4941	--	--	сядьте
кто-то	7381	5.06	0.5859	--	425	--	someone
подними	7382	5.06	0.8430	2995	--	--	lift
kim	7383	5.06	0.5500	--	4066	--	kim
возрасте	7384	5.06	0.7931	2149	4232	2389	age
схем	7385	5.06	0.7117	--	--	4919	schemes
различия	7386	5.06	0.9348	--	--	1577	различия
которым	7387	5.06	0.3136	1082	1245	554	which
члены	7388	5.06	0.9775	4225	--	1153	members
вот	7389	5.06	0.4243	38	33	115	here
about	7390	5.06	0.7669	--	598	--	about
пытаясь	7391	5.06	0.8901	4179	--	--	пытаясь
проверю	7392	5.06	0.9127	3489	--	--	проверю
переходе	7393	5.06	0.6518	--	--	3959	transition
полгода	7394	5.06	0.5859	3665	3656	--	half-year
от	7395	5.06	0.4243	44	21	15	from
ya	7396	5.06	1.1323	--	1431	--	ya
те	7397	5.06	0.4243	380	326	233	those
позицию	7398	5.06	0.6824	4227	--	3673	position
карен	7399	5.06	0.7931	3446	--	--	карен
социального	7400	5.06	0.8901	--	--	1386	Social
сих	7401	5.06	0.5859	833	781	1058	сих
моше	7402	5.06	0.6824	4101	--	--	моше
какая-то	7403	5.06	0.5115	--	1445	--	какая-то
различного	7404	5.06	0.7117	--	--	4289	различного
их	7405	5.06	0.4243	49	111	29	their
системе	7406	5.06	0.7931	3640	--	565	system
дик	7407	5.06	0.8430	3747	--	--	дик
какими	7408	5.06	0.4243	3991	--	2796	какими
этих	7409	5.06	0.3731	311	777	90	these
малой	7410	5.06	0.9564	--	--	2724	small
цена	7411	5.06	1.0382	2787	1883	3347	price
уезда	7412	5.06	0.7669	--	--	3928	County
внутрь	7413	5.06	0.6518	1519	--	--	inside
ответственность	7414	5.06	1.2191	2316	4707	1945	responsibility
изменить	7415	5.06	1.0956	1354	1324	4203	change
кого-нибудь	7416	5.06	0.4699	--	3754	--	someone
its	7417	5.06	0.3136	--	1789	--	its
государстве	7418	5.06	0.9127	--	--	4533	State
государства	7419	5.06	0.8901	--	4453	329	State
рабочие	7420	5.06	1.0382	--	--	868	labor
than	7421	5.06	0.3731	--	1587	--	than
списке	7422	5.06	0.7398	3462	4752	--	list
viii	7423	5.06	0.5500	--	--	2570	viii
оболочки	7424	5.06	0.6197	--	--	4464	shell
је	7425	5.06	0.5500	850	--	--	је
слева	7426	5.06	0.6824	2725	--	4783	left
растворе	7427	5.06	0.6197	--	--	4114	solution
офицер	7428	5.06	1.0184	1644	--	--	officer
еее	7429	5.06	1.2843	--	3355	--	еее
trey	7430	5.06	0.5500	--	2727	--	trey
тони	7431	5.06	0.9348	1478	--	--	тони
частицы	7432	5.06	0.6518	--	--	3255	particles
ступай	7433	5.06	0.8901	4964	--	--	ступай
свиты	7434	5.06	0.8184	--	--	4476	свиты
so	7435	5.06	0.6197	--	284	--	so
средней	7436	5.06	0.5859	--	--	655	average
свидетельствуют	7437	5.06	0.8184	--	--	1921	show
границей	7438	5.06	0.9564	--	--	3575	Abroad
точка	7439	5.06	0.4699	3026	4264	2574	point
различий	7440	5.06	0.5859	--	--	4681	различий
годов	7441	5.06	0.6824	--	--	613	годов
составу	7442	5.06	0.6518	--	--	3396	composition
пытаюсь	7443	5.06	1.1323	891	2560	--	try
какие	7444	5.06	0.3136	453	355	578	what
поисках	7445	5.06	0.6824	3854	--	--	search
официальный	7446	5.06	0.9127	--	2584	--	official
эта	7447	5.06	0.4243	184	371	153	this
участке	7448	5.06	0.8430	--	2350	2462	plot
мм	7449	5.06	0.5500	1843	1832	582	мм
орган	7450	5.06	0.9775	--	--	3094	Authority
отраслях	7451	5.06	0.7117	--	--	3191	отраслях
стакан	7452	5.06	0.9348	3074	--	--	glass
vse	7453	5.06	0.7398	--	4896	--	vse
поиски	7454	5.06	0.8668	3870	--	4709	search
районе	7455	5.06	0.8668	2629	1251	708	area
to	7456	5.06	0.2399	1038	49	--	to
указывает	7457	5.06	0.9982	--	--	1553	указывает
при	7458	5.06	0.6197	302	181	18	at
ща	7459	5.06	0.9348	--	960	--	schA
сторон	7460	5.06	0.5500	--	--	1193	сторон
others	7461	5.06	0.6197	--	1006	--	others
техн	7462	5.06	0.5859	--	--	3407	техн
videofrom	7463	5.06	0.5859	--	1211	--	videofrom
платы	7464	5.06	0.9348	--	--	1398	Boards
промышленность	7465	5.06	0.9775	--	--	1275	промышленность
дел	7466	5.06	0.5500	1530	1350	792	Affairs
bu	7467	5.06	0.9348	--	3849	--	bu
xii	7468	5.06	0.4243	--	--	4299	xii
лс	7469	5.06	0.5115	--	2869	--	лс
повтори	7470	5.06	0.7117	4923	--	--	repeat
причине	7471	5.06	0.6824	3234	--	3889	причине
чем-то	7472	5.06	0.4699	--	2870	--	чем-то
всяком	7473	5.04	0.7548	4401	--	2427	any
руководство	7474	5.04	0.9889	--	3519	1663	guide
прочие	7475	5.04	0.7814	--	--	4510	Other
откуда	7476	5.04	0.4499	289	924	1244	откуда
трудовых	7477	5.04	1.0683	--	--	2137	labor
урока	7478	5.04	1.0294	--	3834	--	Lesson
мол	7479	5.04	0.5700	--	--	3441	pier
those	7480	5.04	0.4020	--	3282	--	those
повторять	7481	5.04	0.8562	4052	--	--	повторять
вылезай	7482	5.04	0.9889	4380	--	--	вылезай
этапа	7483	5.04	0.6688	--	--	4160	этапа
эт	7484	5.04	0.7548	--	1644	--	fl
if	7485	5.04	0.3476	--	223	--	if
сигнала	7486	5.04	0.7814	--	--	3547	сигнала
спуститься	7487	5.04	0.6047	4534	--	--	спуститься
сменить	7488	5.04	0.6987	4961	--	--	Back to
жди	7489	5.04	0.9467	2308	3106	--	жди
december	7490	5.04	1.1945	--	1759	--	december
формулы	7491	5.04	0.9467	--	--	2460	formula
шк	7492	5.04	0.4499	--	4458	--	wk
это	7493	5.04	0.5330	4	10	23	this
ps	7494	5.04	0.7548	--	2642	--	ps
лагере	7495	5.04	1.1945	4918	--	--	camp
кое	7496	5.04	0.3476	1779	4313	1841	кое
o	7497	5.04	0.6987	--	1537	--	o
построение	7498	5.04	0.8071	--	--	4940	building
ленни	7499	5.04	1.0872	4230	--	--	ленни
всяких	7500	5.04	0.7548	4562	3328	3714	any
камеры	7501	5.04	1.2771	2981	3617	4630	Camera
губернатора	7502	5.04	0.9249	--	4209	--	Governor
оказались	7503	5.04	0.6376	2894	4970	1561	were
условия	7504	5.04	0.6688	3380	3970	342	terms
внутреннего	7505	5.04	0.7548	--	--	2397	internal
коем	7506	5.04	0.4020	5003	--	--	коем
этим	7507	5.04	0.2828	160	404	219	by that
си	7508	5.04	0.6688	1049	--	2513	B
регулирования	7509	5.04	0.7548	--	--	2656	regulation
растворов	7510	5.04	0.6688	--	--	2534	растворов
руководством	7511	5.04	0.9467	--	--	1794	leadership
нечто	7512	5.04	0.7273	1352	3550	2050	something
смей	7513	5.04	1.0294	2493	--	--	смей
hq	7514	5.04	0.7548	--	4636	--	hq
официально	7515	5.04	1.0294	4008	1798	--	официально
аву	7516	5.04	1.1773	--	4954	--	аву
нa	7517	5.04	0.4020	1926	--	--	нa
кандидатом	7518	5.04	0.8320	--	4701	--	кандидатом
электронов	7519	5.04	0.6376	--	--	2223	электронов
the	7520	5.04	0.1979	592	26	891	the
даже	7521	5.04	0.4020	87	82	78	even
проголосовали	7522	5.04	1.0294	--	3585	--	проголосовали
анализе	7523	5.04	0.7548	--	--	3282	анализе
массы	7524	5.04	0.9249	--	--	777	массы
актов	7525	5.04	0.6047	--	--	4629	acts
возраста	7526	5.04	0.7273	3371	--	1505	age
сижу	7527	5.04	0.7814	3645	331	--	I sit
отправили	7528	5.04	1.0294	4689	--	--	sent
уравнения	7529	5.04	0.8071	--	--	1225	уравнения
погоди	7530	5.04	0.6047	868	--	--	погоди
формирования	7531	5.04	0.8320	--	--	1161	формирования
свидетель	7532	5.04	1.1945	3352	--	--	witness
служит	7533	5.04	0.9681	--	--	1673	serves
ди	7534	5.04	0.6047	2730	--	--	di
нежели	7535	5.04	0.5700	--	--	2444	нежели
ожидал	7536	5.04	1.0490	2447	--	--	expected
ким	7537	5.04	0.6047	2092	1283	--	ким
томъ	7538	5.04	0.8071	--	--	992	томъ
них	7539	5.04	0.3476	147	214	87	They
бывает	7540	5.04	0.8562	782	457	1549	there
рабочей	7541	5.04	0.8071	--	--	1170	Working
other	7542	5.04	0.5700	--	1891	--	other
what's	7543	5.04	0.7548	--	4465	--	what's
ввиду	7544	5.04	0.4932	1227	3454	2628	in view of
авторъ	7545	5.04	0.9026	--	--	4469	авторъ
понятия	7546	5.04	0.9026	1165	4682	1589	Concepts
каково	7547	5.04	0.6987	2391	--	--	каково
про	7548	5.04	0.3476	269	83	436	about
is	7549	5.04	0.3476	2321	105	--	is
тех	7550	5.04	0.4932	281	321	202	those
толку	7551	5.04	0.7814	3574	--	--	confused
указанных	7552	5.04	0.6688	--	--	1885	указанных
учреждения	7553	5.04	0.9467	--	--	2275	учреждения
учетом	7554	5.04	0.6688	--	--	929	taking into account the
w	7555	5.04	0.6047	--	4272	--	w
кому	7556	5.04	0.3476	607	274	1135	whom
спустя	7557	5.04	0.5700	1457	3735	2087	after
которого	7558	5.04	0.4499	623	884	227	whom
сколько	7559	5.04	0.6047	167	218	403	how many
каким	7560	5.04	0.3476	1115	1780	977	what
который	7561	5.04	0.4020	165	229	94	which
коул	7562	5.04	0.9249	4956	--	--	коул
системой	7563	5.04	0.8071	--	--	2674	system
second	7564	5.04	0.7273	--	4603	--	second
диета	7565	5.04	1.2115	--	1769	--	diet
it	7566	5.04	0.4499	1919	150	--	it
всякой	7567	5.04	0.6688	--	4610	2215	any
тыс	7568	5.04	0.7548	--	1402	259	thousand
чтобы	7569	5.04	0.5700	31	91	55	that
районов	7570	5.04	0.6047	--	--	1020	areas
кaк	7571	5.04	0.5330	2147	--	--	кaк
фазы	7572	5.04	0.4499	--	--	2207	фазы
nu	7573	5.04	0.9249	--	4696	--	nu
организации	7574	5.04	0.6047	4390	3419	198	Organization
системах	7575	5.04	0.7548	--	--	3600	systems
попытки	7576	5.04	0.9889	--	--	1850	attempts
показалось	7577	5.04	0.7814	2302	--	4427	показалось
пит	7578	5.04	0.5330	2525	--	--	Pete
стоимость	7579	5.04	0.8562	--	3445	1683	cost
им	7580	5.04	0.4932	150	289	109	them
гдр	7581	5.04	1.0093	--	--	4539	GDR
которых	7582	5.04	0.3476	720	665	112	which
руд	7583	5.02	0.5887	--	--	4450	руд
дин	7584	5.02	0.7140	4873	--	--	дин
регистрации	7585	5.02	0.9581	--	2767	4932	Registered
та	7586	5.02	0.7140	682	442	462	that
государственной	7587	5.02	0.9366	--	--	775	State
самомъ	7588	5.02	0.7951	--	--	4781	самомъ
котором	7589	5.02	0.3774	1184	1701	377	which
остались	7590	5.02	0.8449	1800	2489	2514	remained
которому	7591	5.02	0.3188	2155	3347	797	которому
а	7592	5.02	0.3188	--	9	8	and
небольшие	7593	5.02	0.9792	--	--	3862	small
as	7594	5.02	0.3188	--	504	--	as
ю	7595	5.02	0.6543	--	2391	487	th
кусок	7596	5.02	0.8919	1721	4729	--	кусок
той	7597	5.02	0.4281	561	1699	249	that
документ	7598	5.02	0.6543	--	--	4399	документ
кого	7599	5.02	0.2466	255	196	621	whom
изменилось	7600	5.02	0.7690	2503	--	--	изменилось
напротив	7601	5.02	0.7690	2781	4258	1902	напротив
экономический	7602	5.02	0.8919	--	--	2984	экономический
оказаться	7603	5.02	0.9581	2750	--	--	be
прочим	7604	5.02	0.5529	3742	--	4085	other
разница	7605	5.02	0.5887	1238	2522	3262	difference
иными	7606	5.02	0.6543	--	--	4022	иными
#10дек	7607	5.02	0.7140	--	829	--	#10дек
чём	7608	5.02	0.6848	304	1508	--	than
частях	7609	5.02	0.5147	--	--	3019	частях
декабре	7610	5.02	1.0593	--	3142	3639	декабре
until	7611	5.02	0.5147	--	4432	--	until
бригады	7612	5.02	0.8449	--	--	2473	бригады
вопросу	7613	5.02	0.5147	--	--	659	issue
хоть	7614	5.02	0.7951	369	205	849	хоть
всякий	7615	5.02	0.6224	2235	3943	2396	each
завод	7616	5.02	0.9792	--	4224	1587	plant
отряд	7617	5.02	0.7951	3660	--	2908	squad
заместитель	7618	5.02	0.9366	--	--	4493	deputy
эту	7619	5.02	0.3188	168	348	262	эту
сравнении	7620	5.02	0.6224	--	--	4294	comparison
ноября	7621	5.02	1.0398	--	3025	736	November
эй	7622	5.02	0.9581	84	2207	--	hey
иного	7623	5.02	0.6224	--	--	2102	other
русскаго	7624	5.02	1.5451	--	--	3545	русскаго
v	7625	5.02	0.8919	--	742	1228	v
