Word	Havg	StDev	GoogleRank	TwitterRank	translation
ceará	1928	6.58	1.7154	1482	5375	ceará
dicionário	1929	6.58	1.3566	2485	--	dictionary
universitário	1930	6.58	1.3415	3478	--	academic
eletronicos	1931	6.56	1.3577	2417	--	electronics
anime	1932	6.56	1.4868	2978	6014	anime
realiza	1933	6.56	1.2316	3061	4303	performs
right	1934	6.56	1.5800	4804	3914	right
tenis	1935	6.56	1.2316	6353	3679	Shoes
coleção	1936	6.56	1.0721	2263	5490	collection
visão	1937	6.56	1.3273	1608	6409	view
estreia	1938	6.56	1.0333	--	5309	debut
feedback	1939	6.56	1.2961	4272	--	Feedback
memórias	1940	6.56	1.2803	2714	--	memoirs
carros	1941	6.56	1.3273	627	4888	cars
doritos	1942	6.56	1.6056	--	3653	doritos
torcida	1943	6.56	1.3874	4576	1935	wick
profissão	1944	6.56	1.3118	3308	--	profession
conclusão	1945	6.56	1.5274	2327	6416	conclusion
princípio	1946	6.56	1.3577	2649	--	principle
bombando	1947	6.56	1.9183	--	4748	pumping
participações	1948	6.56	1.2316	1841	--	holdings
finalmente	1949	6.56	1.4450	2992	1373	finally
poderes	1950	6.56	1.5274	4563	--	powers
up	1951	6.56	1.5140	1299	1458	up
dica	1952	6.56	1.0529	2645	1153	tip
residencias	1953	6.56	1.2961	2721	--	residential
firefox	1954	6.56	1.2480	2181	--	firefox
destino	1955	6.56	1.3118	1156	1644	destination
photo	1956	6.56	1.4591	1126	101	photo
art	1957	6.56	1.4591	365	--	art
protecção	1958	6.56	1.5005	4920	--	protection
estratégia	1959	6.56	1.1808	2780	--	strategy
velocidade	1960	6.56	1.4165	1169	5463	speed
possíveis	1961	6.56	1.1278	2877	--	possible
sementes	1962	6.56	1.4020	4589	--	seeds
deeus	1963	6.56	2.0118	--	4666	deeus
sortear	1964	6.56	1.0910	--	3255	raffle
priminha	1965	6.56	1.0333	--	4679	cousin
pintar	1966	6.56	1.2149	--	2542	paint
verdes	1967	6.56	1.3273	5231	--	green
vantagem	1968	6.56	1.3426	4461	--	advantage
lisboa	1969	6.56	1.4730	503	--	Lisbon
rango	1970	6.56	1.4309	--	5365	rank
ensina	1971	6.56	1.6308	--	2753	teaches
orgulho	1972	6.56	1.8861	5738	894	pride
encontrados	1973	6.56	1.2480	2040	--	found
chá	1974	6.56	1.4309	3600	5297	tea
entender	1975	6.56	1.1278	2517	819	understand
renda	1976	6.56	1.3726	1723	--	income
estudos	1977	6.56	1.5005	907	5279	studies
curitiba	1978	6.56	1.5005	694	3193	Curitiba
ritmo	1979	6.56	1.2961	4418	3976	rhythm
manhã	1980	6.54	1.7168	1529	691	morning
conversas	1981	6.54	1.3280	--	3051	conversations
missão	1982	6.54	1.3433	2222	3175	mission
ilustração	1983	6.54	1.1817	5979	--	illustration
carinha	1984	6.54	1.3584	--	2389	guy
salva	1985	6.54	1.1988	--	4188	sage
noitee	1986	6.54	1.3433	--	2123	Noitee
primos	1987	6.54	1.1104	--	3134	cousins
liked	1988	6.54	1.4737	--	1044	liked
galerias	1989	6.54	1.2969	3498	--	galleries
coelho	1990	6.54	1.2157	2414	5746	rabbit
louvor	1991	6.54	1.7981	--	5822	praise
comprando	1992	6.54	1.1466	--	5368	buying
jeans	1993	6.54	1.3881	--	1637	jeans
conselho	1994	6.54	1.4172	773	2479	advice
language	1995	6.54	1.2811	4240	--	language
traduzido	1996	6.54	1.2969	3651	--	translated
exercício	1997	6.54	1.4875	1695	--	exercise
donativos	1998	6.54	1.4875	4010	--	donations
volteeei	1999	6.54	1.4737	--	6124	volteeei
decidi	2000	6.54	1.5147	--	3741	decided
torcer	2001	6.54	1.1104	--	3329	twist
rii	2002	6.54	1.5012	--	5400	rii
variedades	2003	6.54	1.0919	5355	--	varieties
todas	2004	6.54	1.4458	135	346	all
hoje	2005	6.54	1.6686	180	40	today
hihi	2006	6.54	1.5012	--	673	hihi
barco	2007	6.54	1.2969	5196	--	boat
ativo	2008	6.54	1.3584	3645	--	active
soul	2009	6.54	1.2157	3829	--	soul
mundiais	2010	6.54	1.6062	6004	6007	World
projeto	2011	6.54	1.5546	358	2388	project
amiiga	2012	6.54	1.8975	--	5159	amiiga
wow	2013	6.54	1.7637	--	5305	wow
lembrar	2014	6.54	1.1466	1785	704	remember
papos	2015	6.54	1.2488	--	5381	chats
ps3	2016	6.54	1.6807	4605	5369	ps3
estudantes	2017	6.54	1.2324	2118	--	students
open	2018	6.54	1.1643	2756	4138	open
rapido	2019	6.54	1.5677	2784	1665	fast
bomm	2020	6.54	1.6686	--	4143	bomm
corpo	2021	6.54	1.4737	698	1114	body
eyes	2022	6.54	1.2651	5948	5425	eyes
permitir	2023	6.54	1.1287	4256	--	allow
direitinho	2024	6.54	0.9941	--	4913	straight
pesquisadores	2025	6.54	1.4316	5336	--	researchers
nordeste	2026	6.54	1.6439	2642	4870	northeast
subindo	2027	6.52	1.0544	--	4683	rising
#banho	2028	6.52	1.7290	--	4100	# Bath
mobilidade	2029	6.52	1.3130	6276	--	mobility
enxergar	2030	6.52	1.4320	--	5647	see
confirmação	2031	6.52	1.1993	4403	--	confirmation
razão	2032	6.52	1.1648	1557	1412	reason
respondida	2033	6.52	1.1110	2358	6360	answered
bella	2034	6.52	1.7640	--	4187	bella
rezar	2035	6.52	2.1688	--	5760	pray
dobro	2036	6.52	1.2162	--	2627	double
relógios	2037	6.52	1.2816	2190	--	watches
encontrei	2038	6.52	1.1471	5519	1569	found
mereço	2039	6.52	1.4320	--	2068	deserve
prática	2040	6.52	1.2329	1246	--	practice
orando	2041	6.52	1.9508	--	4277	praying
personagens	2042	6.52	1.2329	2941	--	characters
recebo	2043	6.52	1.3886	--	5282	get
concerto	2044	6.52	1.4741	5582	--	concert
capacidade	2045	6.52	1.4462	1245	2466	capacity
caminhada	2046	6.52	1.2162	--	4877	walk
dia	2047	6.52	1.4177	51	38	day
contribuição	2048	6.52	1.7290	3444	--	contribution
buffets	2049	6.52	1.2162	2563	--	buffets
eventos	2050	6.52	1.1993	176	6405	events
visitante	2051	6.52	1.4320	1358	--	visitor
muita	2052	6.52	1.4177	1092	302	much
estrangeiros	2053	6.52	1.3589	5035	--	foreign
realidade	2054	6.52	1.2974	1596	1515	reality
companhias	2055	6.52	1.1993	6298	--	companies
wikipedia	2056	6.52	1.3589	2892	--	wikipedia
expansão	2057	6.52	1.1110	3945	--	expansion
batman	2058	6.52	1.5285	5365	5616	batman
empreendimentos	2059	6.52	1.4462	5894	--	ventures
filminho	2060	6.52	1.6567	--	5627	filminho
gigante	2061	6.52	1.3438	4621	3821	giant
perspectiva	2062	6.52	1.2656	4198	--	perspective
maceio	2063	6.52	1.4741	4434	--	maceio
classificado	2064	6.52	1.2656	3924	--	classified
suécia	2065	6.52	1.4320	5287	--	Sweden
língua	2066	6.52	1.2974	1371	4775	language
idolo	2067	6.52	1.4032	--	3912	idol
espírito	2068	6.52	1.7290	1089	3456	spirit
dinamarca	2069	6.52	1.4741	5727	--	Denmark
acabei	2070	6.52	1.3738	6270	232	just
imagine	2071	6.52	1.5418	--	2764	picture
emoticons	2072	6.52	1.5810	2514	--	emoticons
gravidez	2073	6.52	1.8762	3237	--	pregnancy
proprietário	2074	6.52	1.3285	4925	--	owner
orar	2075	6.52	1.8762	--	5067	pray
mana	2076	6.52	1.1648	--	1872	mana
Áudio	2077	6.52	1.1993	1606	--	Audio
aeroportos	2078	6.52	1.8543	2383	--	airports
ok	2079	6.52	1.4462	1167	238	okay
cursos	2080	6.52	1.3738	477	--	courses
mp4	2081	6.52	1.3589	2740	--	mp4
android	2082	6.52	1.5016	--	4677	android
proposta	2083	6.52	0.9311	1121	4682	proposal
uhul	2084	6.50	1.5017	--	3809	uhul
bandeira	2085	6.50	1.2495	2754	6198	flag
telefone	2086	6.50	1.2657	437	1116	phone
lute	2087	6.50	1.5419	--	4264	fight
casaa	2088	6.50	1.8211	--	4866	casaa
câmera	2089	6.50	1.6812	2308	4170	camera
ambientais	2090	6.50	1.3887	3711	--	environmental
ator	2091	6.50	1.1650	4227	3810	actor
momento	2092	6.50	1.2817	597	468	moment
navegar	2093	6.50	1.3132	5090	--	navigate
tênis	2094	6.50	1.1824	1641	4189	tennis
phone	2095	6.50	1.4463	5683	--	phone
crônicas	2096	6.50	1.3439	5925	--	chronic
convida	2097	6.50	1.1294	--	4764	invites
noite	2098	6.50	1.5682	566	99	night
valer	2099	6.50	1.1473	--	1770	worth
aniver	2100	6.50	1.7053	--	3984	Anniversary
ola	2101	6.50	1.3132	3284	1790	hello
channel	2102	6.50	1.5551	3555	--	channel
capaz	2103	6.50	1.3590	2936	1197	able
essencial	2104	6.50	1.5682	4905	--	essential
gramado	2105	6.50	1.3740	5401	--	lawn
popular	2106	6.50	1.4178	1402	4347	popular
roma	2107	6.50	1.5940	3969	--	Rome
projetos	2108	6.50	1.4178	720	--	projects
chegar	2109	6.50	1.2495	1058	292	arrive
consegue	2110	6.50	1.2817	2614	785	can
noites	2111	6.50	1.0546	4044	3014	nights
continuar	2112	6.50	1.2817	2347	1086	continue
adulto	2113	6.50	1.4033	3454	--	adult
perdoe	2114	6.50	1.7409	--	5189	Forgive
recife	2115	6.50	1.7053	1099	3117	reef
expresso	2116	6.50	1.3439	3627	6096	express
vivem	2117	6.50	1.4880	6087	4162	live
Álbum	2118	6.50	1.1112	2872	--	Album
olhares	2119	6.50	1.1995	5522	6320	looks
atualizar	2120	6.50	1.3132	3981	5956	update
prometo	2121	6.50	1.3887	--	2106	promise
creditos	2122	6.50	1.2976	--	4337	creditos
certificação	2123	6.50	1.3132	5028	--	certification
linguagens	2124	6.50	1.2495	5945	--	languages
digital	2125	6.50	1.3740	380	5071	digital
atlético	2126	6.50	1.4178	6047	5031	athletic
sobrinha	2127	6.50	1.4604	--	4817	niece
biologia	2128	6.50	1.5286	3340	4076	biology
tonight	2129	6.50	1.5419	--	4147	Tonight
sapato	2130	6.50	1.5152	--	4111	shoe
november	2131	6.50	1.3887	3053	--	november
found	2132	6.50	1.2976	--	4094	found
cantou	2133	6.50	1.4178	--	5657	sang
aprenda	2134	6.50	1.5017	3576	1618	learn
relação	2135	6.50	1.1995	542	2989	relationship
pernas	2136	6.48	1.3738	5921	2599	legs
adquirir	2137	6.48	1.4602	4983	--	acquire
achou	2138	6.48	1.3738	3799	2326	found
prevenção	2139	6.48	1.6066	3389	--	prevention
mapas	2140	6.48	1.5151	1146	--	maps
series	2141	6.48	1.3738	3812	--	series
solar	2142	6.48	1.5016	3483	--	solar
fan	2143	6.48	1.3438	5790	2560	fan
colo	2144	6.48	1.6567	--	1532	lap
interessa	2145	6.48	1.1822	--	4740	interests
musiquinha	2146	6.48	1.4462	--	5775	musiquinha
igualmente	2147	6.48	1.1993	5271	5752	also
relógio	2148	6.48	1.3886	3229	4175	clock
softwares	2149	6.48	1.1822	1389	--	software
recomendar	2150	6.48	1.3130	3702	--	recommend
encomenda	2151	6.48	1.0736	5050	--	order
oooi	2152	6.48	1.5939	--	1143	oooi
contigo	2153	6.48	1.4602	--	936	with you
mobile	2154	6.48	1.1292	1124	4880	Mobile
originalmente	2155	6.48	1.3438	3040	--	originally
aposentadoria	2156	6.48	1.7407	6315	--	retirement
grande	2157	6.48	1.3285	68	394	great
believe	2158	6.48	1.5016	--	3771	believe
criei	2159	6.48	1.1822	--	3866	created
cerveja	2160	6.48	2.0824	4455	2223	beer
people	2161	6.48	1.3589	3256	2306	people
colaborador	2162	6.48	1.1471	3767	--	contributor
preferência	2163	6.48	1.2329	4604	--	preference
sexual	2164	6.48	1.4602	2998	--	sexual
inventar	2165	6.48	1.2816	--	4466	invent
fireworks	2166	6.48	1.7870	4213	--	fireworks
bélgica	2167	6.48	1.4602	6111	--	Belgium
exemplos	2168	6.48	1.4741	3386	--	examples
proud	2169	6.48	1.5418	--	4330	proud
opções	2170	6.48	1.1993	496	5201	options
álbum	2171	6.48	1.1648	2523	4024	album
escolhas	2172	6.48	1.4320	--	2662	choices
mais	2173	6.48	1.1822	18	19	more
literatura	2174	6.48	1.5810	997	--	literature
united	2175	6.48	1.4462	2626	--	united
pao	2176	6.48	1.5016	--	6352	pao
goste	2177	6.48	1.3438	--	3601	like
nintendo	2178	6.48	1.4320	2597	--	nintendo
utilidade	2179	6.48	1.1110	4027	--	utility
peitos	2180	6.48	1.5016	--	5274	breasts
gurias	2181	6.48	1.4320	--	3814	gurias
young	2182	6.48	1.3130	6269	--	young
quadros	2183	6.48	1.2974	3786	--	frames
acrescentar	2184	6.48	1.1993	5120	--	add
visitar	2185	6.48	0.9739	1998	3204	visit
alternativas	2186	6.48	1.1110	4409	--	alternatives
automoveis	2187	6.48	1.4879	1609	--	cars
concordo	2188	6.48	0.8389	4987	1810	I agree
style	2189	6.48	0.9947	2343	--	style
curso	2190	6.48	1.1822	361	1318	course
aplicativos	2191	6.48	1.1993	2906	--	applications
palco	2192	6.48	1.0544	3574	2881	stage
nacionais	2193	6.48	1.2329	1808	--	national
exalta	2194	6.48	1.1292	--	3517	exalts
exposições	2195	6.46	1.1817	4385	--	exhibitions
investir	2196	6.46	1.1287	5665	--	invest
copa	2197	6.46	1.9505	1491	2591	crown
jato	2198	6.46	1.3734	6241	--	jet
acessorios	2199	6.46	1.2651	5589	--	accessories
merry	2200	6.46	1.6686	--	1773	merry
novoo	2201	6.46	1.5012	--	4255	novoo
oii	2202	6.46	1.2488	--	703	oii
pc	2203	6.46	1.4458	539	383	pc
engenheiro	2204	6.46	1.3126	3845	--	engineer
competição	2205	6.46	1.3280	4087	--	competition
programas	2206	6.46	1.3584	586	6100	programs
españa	2207	6.46	1.4028	2797	--	españa
quebarato	2208	6.46	1.8206	1054	--	QueBarato
imagem	2209	6.46	1.1287	261	2817	image
transformar	2210	6.46	1.3584	5858	--	transform
business	2211	6.46	1.1643	2225	--	business
jornal	2212	6.46	1.4875	576	2048	newspaper
foco	2213	6.46	1.2324	3387	3633	focus
convidar	2214	6.46	1.1988	5674	5398	invite
alemanha	2215	6.46	1.5281	1301	--	Germany
desejando	2216	6.46	1.3881	--	4107	wishing
pedagogia	2217	6.46	1.5147	5375	--	pedagogy
site	2218	6.46	1.2324	48	612	website
compro	2219	6.46	1.3280	--	2181	buy
aplicada	2220	6.46	1.3126	3995	--	applied
chegada	2221	6.46	1.1988	3962	5417	arrival
estratégias	2222	6.46	1.2488	4113	--	strategies
responder	2223	6.46	1.0730	452	924	reply
chance	2224	6.46	1.2811	4383	1289	chance
maceió	2225	6.46	1.7752	4733	--	maceió
blog	2226	6.46	1.2651	65	855	blog
s2'	2227	6.46	1.9713	--	724	s2 '
utilidades	2228	6.46	1.1643	3190	--	utilities
integração	2229	6.46	1.3126	2548	--	integration
bahia	2230	6.46	1.6189	788	2673	bahia
information	2231	6.46	1.1817	2668	--	information
siim	2232	6.46	1.2651	--	839	siim
okay	2233	6.46	1.6807	--	3260	okay
guria	2234	6.46	1.2651	--	1627	guria
subir	2235	6.46	1.2651	5403	1415	rise
poderoso	2236	6.46	1.6563	--	6393	powerful
exportação	2237	6.46	1.2651	4856	--	export
nós	2238	6.46	1.3584	429	351	we
extras	2239	6.46	1.3881	4508	--	extras
ficção	2240	6.46	1.1466	3638	--	fiction
trabalha	2241	6.46	1.3584	3520	2172	works
auxílio	2242	6.46	1.4598	5572	--	assistance
deitada	2243	6.46	1.2969	--	3149	lying
promo	2244	6.46	1.3734	--	3827	promo
abertas	2245	6.46	1.0539	2497	--	open
roses	2246	6.46	1.4875	--	4597	roses
conseguem	2247	6.46	1.2488	--	3259	can
terras	2248	6.46	1.1817	3938	--	land
community	2249	6.46	1.5147	4430	--	community
galeria	2250	6.44	1.1980	519	--	gallery
superior	2251	6.44	1.3874	560	6000	superior
genética	2252	6.44	1.2480	5870	--	genetics
imagina	2253	6.44	0.9723	--	913	imagine
itunes	2254	6.44	1.5005	--	5316	itunes
banana	2255	6.44	1.4591	4971	4241	banana
facilmente	2256	6.44	1.1457	5399	--	easily
neto	2257	6.44	1.5005	1882	4522	grandson
clipes	2258	6.44	1.1808	4033	--	clips
formação	2259	6.44	1.1278	674	--	formation
tocando	2260	6.44	1.1457	--	1603	playing
vagalume	2261	6.44	1.4165	--	1623	firefly
valor	2262	6.44	1.5539	325	773	value
desafios	2263	6.44	1.5539	1818	--	challenges
promove	2264	6.44	1.2803	4251	--	promotes
everything	2265	6.44	1.2643	--	3559	everything
aberta	2266	6.44	1.1808	2788	3019	opening
cine	2267	6.44	1.2316	2605	3374	cine
fundamental	2268	6.44	1.2803	1558	--	fundamental
esportivos	2269	6.44	1.7515	6285	--	sports
girls	2270	6.44	1.3426	3850	4469	girls
face	2271	6.44	1.1634	2192	527	face
cavalos	2272	6.44	1.5005	6146	--	horses
ver	2273	6.44	1.2316	43	70	see
suporte	2274	6.44	1.0721	476	--	bracket
lugares	2275	6.44	1.3426	2093	3253	places
usp	2276	6.44	1.3577	3616	--	usp
perto	2277	6.44	1.1457	784	466	close
prioridade	2278	6.44	1.2803	--	5804	priority
méxico	2279	6.44	1.4020	1050	--	Mexico
comunitário	2280	6.44	1.3118	3001	--	Community
país	2281	6.44	1.4868	371	2201	country
estúdio	2282	6.44	1.1808	5539	--	studio
dinâmica	2283	6.44	1.3118	4843	--	dynamics
meta	2284	6.44	1.6183	3598	2028	goal
participação	2285	6.44	1.1095	802	4221	participation
save	2286	6.44	1.2149	3260	--	save
cliente	2287	6.44	1.2316	1289	--	customer
ingresso	2288	6.44	1.2149	4422	2202	admission
recebem	2289	6.44	1.1808	5973	--	receive
\o/	2290	6.44	1.9289	--	529	\ O /
imensa	2291	6.44	1.3577	--	5916	immense
letras	2292	6.44	1.1808	485	2093	letters
vooltei	2293	6.44	1.2961	--	2463	vooltei
moda	2294	6.44	1.3874	751	1910	fashion
papo	2295	6.44	1.0529	3706	1433	craw
acordei	2296	6.44	1.3426	--	450	woke
conhecida	2297	6.44	1.1634	4794	--	known
amu	2298	6.44	1.6922	--	4350	amu
bueno	2299	6.44	1.3874	5314	5731	bueno
website	2300	6.44	1.2480	1490	--	website
aberto	2301	6.44	1.2643	2175	2686	open
revista	2302	6.44	0.9930	457	2447	magazine
certificado	2303	6.44	1.2961	2757	--	certified
lady	2304	6.44	1.4730	--	1701	lady
vibe	2305	6.44	1.5407	--	5117	vibe
jogue	2306	6.44	1.1980	--	4414	throw
estuda	2307	6.44	1.2803	--	2283	studies
criando	2308	6.44	1.0910	5212	6336	creating
resultado	2309	6.44	1.2961	516	1064	result
assistência	2310	6.44	1.1095	1562	--	assistance
campo	2311	6.44	1.2480	393	2075	field
recomendações	2312	6.44	1.1278	3420	--	recommendations
imóveis	2313	6.44	1.1095	662	--	Real Estate
social	2314	6.44	1.1278	268	1725	social
tudoo	2315	6.42	1.4010	--	2999	tudoo
encontra	2316	6.42	1.1622	1730	1714	finds
recomende	2317	6.42	1.0897	5161	--	recommend
calma	2318	6.42	1.3566	--	1089	calm
eletrodomésticos	2319	6.42	1.3107	2167	--	appliances
estética	2320	6.42	1.3716	4384	--	aesthetics
experimente	2321	6.42	1.0319	--	971	try
morada	2322	6.42	1.4010	5998	--	residence
eletrônica	2323	6.42	1.1796	1776	--	electronics
negócio	2324	6.42	1.4299	1766	2528	business
france	2325	6.42	1.4299	3914	--	france
idosos	2326	6.42	1.6424	4787	--	elderly
volei	2327	6.42	1.5791	--	6246	volleyball
salvador	2328	6.42	1.8305	689	2816	savior
descobriu	2329	6.42	1.2304	--	5995	found
móveis	2330	6.42	1.2950	1417	--	furnishings
huhu	2331	6.42	1.6914	--	5897	huhu
descubra	2332	6.42	1.1265	3898	4083	discover
comunidade	2333	6.42	1.1265	364	3691	community
creme	2334	6.42	1.2137	4941	5881	cream
ambientes	2335	6.42	1.1445	5096	--	environments
diaaaa	2336	6.42	1.2631	--	4938	diaaaa
buffet	2337	6.42	1.5398	4661	--	buffet
ventilacao	2338	6.42	1.2469	2617	--	ventilation
compromisso	2339	6.42	1.6047	3196	4848	commitment
privacidade	2340	6.42	1.4995	289	--	privacy
principal	2341	6.42	1.3864	366	4795	main
realizem	2342	6.42	1.2137	--	5892	perform
cruzeiro	2343	6.42	1.9176	2883	1787	cruise
amanhã	2344	6.42	1.3864	2330	169	tomorrow
reino	2345	6.42	1.4995	1464	6082	kingdom
muuuito	2346	6.42	1.7623	--	2162	sooo
moeda	2347	6.42	1.0897	3547	--	currency
ousadia	2348	6.42	1.4010	--	3683	boldness
revistas	2349	6.42	1.1265	911	--	magazines
muitas	2350	6.42	1.3107	858	605	many
portfólio	2351	6.42	1.1968	6253	--	portfolio
mídias	2352	6.42	1.0319	3954	--	media
clipe	2353	6.42	1.2469	3905	1355	clip
fans	2354	6.42	1.5791	--	3312	fans
reflexão	2355	6.42	1.6671	3800	--	reflection
assistindo	2356	6.42	1.3107	--	577	watching
queen	2357	6.42	1.2792	6179	--	queen
janela	2358	6.42	1.2137	2107	1772	window
encontram	2359	6.42	1.0708	4932	--	are
clube	2360	6.42	1.4299	448	1132	club
car	2361	6.42	1.2950	2863	--	Car
rolé	2362	6.42	1.2469	--	4368	hang out
barcos	2363	6.42	1.5661	6133	--	boats
chiclete	2364	6.42	1.5131	--	3904	gum
morning	2365	6.42	1.4995	--	5676	morning
sampa	2366	6.42	1.4995	--	3871	sampa
cumprir	2367	6.42	1.1445	5258	4278	fulfill
sites	2368	6.42	1.0319	408	3686	sites
extra	2369	6.42	1.3262	2410	4324	extra
mochila	2370	6.42	1.2137	--	6312	backpack
lógica	2371	6.42	1.4441	3544	--	logic
kk	2372	6.42	1.6047	--	130	kk
imaginando	2373	6.42	1.5398	--	3062	imagining
aninhos	2374	6.42	1.4721	--	6003	aninhos
gusta	2375	6.42	1.1622	--	4030	gusta
school	2376	6.42	1.4995	2320	5893	school
aviação	2377	6.42	1.5131	5961	--	aviation
buenos	2378	6.42	1.1622	6032	5593	buenos
condensado	2379	6.42	1.2792	--	5975	condensed
chaves	2380	6.40	1.3997	2415	3105	keys
acervo	2381	6.40	1.3093	4512	--	collection
engenheiros	2382	6.40	1.5649	6224	--	engineers
tailândia	2383	6.40	1.5386	3197	--	thailand
seguros	2384	6.40	1.3702	2897	--	Insurance
recebeu	2385	6.40	1.1606	2495	3558	received
acesso	2386	6.40	1.0498	509	4834	access
começei	2387	6.40	1.3553	--	6101	started
resolver	2388	6.40	1.2936	3684	2166	solve
frango	2389	6.40	1.5386	5451	4406	chicken
acompanha	2390	6.40	0.9476	5842	--	accompanies
temporada	2391	6.40	1.1066	1617	2231	season
hit	2392	6.40	1.6537	3941	5452	hit
enviadas	2393	6.40	1.2617	3152	--	sent
#s2	2394	6.40	1.8952	--	6106	# S2
jornalismo	2395	6.40	1.4286	2812	--	journalism
sociais	2396	6.40	1.2617	934	2125	social
campos	2397	6.40	1.3553	658	--	fields
inteira	2398	6.40	1.1066	5105	1324	entire
opinião	2399	6.40	1.0880	620	1541	opinion
técnicas	2400	6.40	1.1066	1468	--	techniques
nokia	2401	6.40	1.3851	1545	--	nokia
let's	2402	6.40	1.1429	--	5695	let's
emagrecer	2403	6.40	1.7496	--	5734	Weight Loss
automática	2404	6.40	1.0880	3831	--	Automatic
español	2405	6.40	1.7496	1180	--	español
milho	2406	6.40	1.2617	4667	--	corn
promover	2407	6.40	1.2617	3130	--	promote
títulos	2408	6.40	1.2936	2300	6274	titles
chat	2409	6.40	1.6660	1503	3616	chat
touch	2410	6.40	1.1952	5215	--	touch
cuidando	2411	6.40	1.2936	--	3780	caring
reportagem	2412	6.40	1.2617	3953	--	reporter
palavra	2413	6.40	1.1780	833	552	word
responsabilidade	2414	6.40	1.6288	714	--	responsibility
s2s2s2	2415	6.40	2.0000	--	3340	s2s2s2
ensinou	2416	6.40	1.1429	--	2841	taught
destacado	2417	6.40	1.2454	3788	--	detached
passamos	2418	6.40	1.5253	--	3583	we
encontrou	2419	6.40	1.1249	2874	--	found
grandes	2420	6.40	1.4286	849	1530	large
falar	2421	6.40	1.3093	888	145	talk
pleno	2422	6.40	1.2454	5166	4061	full
reputação	2423	6.40	1.4142	3772	--	reputation
eua	2424	6.40	1.4428	889	2988	USA
update	2425	6.40	1.3553	4998	--	update
eaee	2426	6.40	1.2936	--	5478	EAEE
competências	2427	6.40	1.4846	4793	--	skills
comprador	2428	6.40	1.1249	1825	--	buyer
cumprimento	2429	6.40	1.2936	3679	--	fulfillment
olhadinha	2430	6.40	0.9258	--	5474	peek
visita	2431	6.40	1.3401	1189	1511	visit
mitsubishi	2432	6.40	1.2289	5657	--	mitsubishi
craque	2433	6.40	1.8183	--	5895	ace
garantir	2434	6.40	1.0690	2889	--	ensure
camisinha	2435	6.40	1.7728	--	6180	condom
jeep	2436	6.40	1.5908	4982	--	jeep
contratar	2437	6.40	1.2289	--	5943	hire
contos	2438	6.40	0.9689	3597	--	tales
nosso	2439	6.40	1.2778	264	378	our
conosco	2440	6.40	1.0880	312	5526	with us
decidiu	2441	6.40	1.2778	6223	--	decided
janeiro	2442	6.40	1.6537	89	897	January
chinelo	2443	6.40	1.1249	--	4078	slipper
conexões	2444	6.40	1.1606	6218	--	connections
atores	2445	6.40	1.1952	5010	--	actors
alunos	2446	6.40	1.4569	872	4375	students
noturnas	2447	6.40	1.2617	2952	--	night
