Word	Havg	StDev	FreqList	translation
تنتهى	8482	4.60	1.2778	5152	End
إلا	8483	4.60	0.8806	435	But
وبدون	8484	4.60	0.6701	5852	Without
مراقبة	8485	4.60	1.2289	2896	Control
قصيرة	8486	4.60	0.8806	2040	Short
بالنهاية	8487	4.60	1.5386	9933	Ultimately
المرور	8488	4.60	1.2122	2746	Traffic
انتهت	8489	4.60	1.4569	1700	Ended
دوني	8490	4.60	1.0690	4631	Donny
النزول	8491	4.60	1.0880	5342	Appearances
الخلفي	8492	4.60	0.7559	3409	Back
أووه	8493	4.60	1.4286	4868	Oooh
but	8494	4.60	0.9897	6644	but
أرواح	8495	4.60	1.5779	6693	أرواح
قديم	8496	4.60	1.2936	1679	Old
إنزل	8497	4.60	0.8571	5455	إنزل
تخف	8498	4.60	1.3997	5213	Fear
آخر	8499	4.60	1.2122	120	Last
القفل	8500	4.60	1.2617	7832	القفل
العسكري	8501	4.60	1.6660	8245	Military
ارجع	8502	4.60	1.2617	2379	Refer
الحاكم	8503	4.60	1.5119	4095	Governor
بمفردها	8504	4.58	0.8827	8893	بمفردها
بلاك	8505	4.58	1.5791	4197	Black
تنتظر	8506	4.58	1.0120	1608	Waiting
اخر	8507	4.58	1.0515	592	The last
أبيع	8508	4.58	1.1622	7235	أبيع
سيف	8509	4.58	1.3415	5143	Saif
راقب	8510	4.58	1.0897	2753	راقب
التنين	8511	4.58	1.8193	2821	Dragon
لليسار	8512	4.58	0.8104	7944	لليسار
شرطة	8513	4.58	1.6299	1023	Police
حافة	8514	4.58	0.9708	6158	Edge
انتظار	8515	4.58	1.2304	4942	Waiting
سي	8516	4.58	1.1622	999	CNN
العملية	8517	4.58	1.3864	1762	Process
تحت	8518	4.58	0.6728	256	Under
عكس	8519	4.58	1.0897	5751	Unlike
صلب	8520	4.58	1.5530	6936	صلب
السابق	8521	4.58	0.7584	1707	Previous
اوة	8522	4.58	0.9916	7465	اوة
الشرطه	8523	4.58	1.7272	2570	Police
خلفي	8524	4.58	0.8593	3793	Rear
وإلا	8525	4.58	0.9916	1170	Otherwise
عظام	8526	4.58	1.4299	8593	Bones
وحدة	8527	4.58	1.5661	2372	Unit
دعيني	8528	4.58	1.0708	860	دعيني
أنسى	8529	4.58	1.2304	2474	أنسى
لستم	8530	4.56	0.7045	7334	You do not
ليس	8531	4.56	0.6440	28	Not
زالوا	8532	4.56	0.9510	5927	Still
ظن	8533	4.56	1.0721	8303	ظن
أرجوك	8534	4.56	1.2149	237	Please
بالكاد	8535	4.56	0.9510	1712	Barely
الاختبار	8536	4.56	1.2316	6730	Test
النجده	8537	4.56	1.8861	6680	النجده
القصير	8538	4.56	0.8122	7819	القصير
جنوني	8539	4.56	1.9500	7175	جنوني
بالقوة	8540	4.56	1.7280	6473	Force
البرد	8541	4.56	1.7398	5742	Cold
اووه	8542	4.56	1.2803	5645	اووه
أنتهت	8543	4.56	1.3273	8004	أنتهت
الصمت	8544	4.56	1.5274	4766	Silence
ساعدوني	8545	4.56	1.5407	2470	Help me
عسكرية	8546	4.54	1.7049	7079	عسكرية
علقت	8547	4.54	1.0919	8498	Suspended
زلنا	8548	4.54	1.1466	5005	زلنا
تتظاهر	8549	4.54	1.0919	9016	Pretend
تنتهي	8550	4.54	1.0343	1791	Ends
قرش	8551	4.54	1.5147	7152	Penny
بشده	8552	4.54	1.4458	7173	Strongly
موس	8553	4.54	1.1287	9869	Moss
كفي	8554	4.54	1.2324	7710	Palm
بنهاية	8555	4.54	1.1643	7243	End
إخرج	8556	4.54	1.1287	4028	Exit
أبعد	8557	4.54	0.9733	1887	Farther
العسكرية	8558	4.54	1.5677	3923	Military
المفتش	8559	4.54	1.1988	2381	Inspector
يقل	8560	4.54	0.7879	3373	At least
الإختبار	8561	4.54	1.0343	6274	Test
اخلع	8562	4.54	1.2811	7533	اخلع
شرطى	8563	4.54	1.4875	4793	شرطى
قف	8564	4.54	0.9082	1670	Whoa
غاز	8565	4.54	1.5147	6077	Gas
بالعكس	8566	4.52	0.9947	8163	Versa
القسم	8567	4.52	1.5016	2449	Section
المدعي	8568	4.52	0.9528	5975	المدعي
أسفه	8569	4.52	1.5151	5632	أسفه
احتجت	8570	4.52	1.0349	4446	Protested
of	8571	4.52	1.1292	2794	of
بالبرد	8572	4.52	1.5285	5232	بالبرد
قطع	8573	4.52	1.4032	1479	Cut
أسفل	8574	4.52	1.2656	952	Down
الشديد	8575	4.52	1.4879	6476	Severe
يحتاجون	8576	4.52	1.2816	3804	Need
الحجارة	8577	4.52	0.8389	7483	الحجارة
الصاروخ	8578	4.52	2.1499	9562	الصاروخ
اختبار	8579	4.52	1.2656	4025	Test
أعذرني	8580	4.52	1.2493	2992	Excuse
انسى	8581	4.52	1.1110	2751	Forget
لاشئ	8582	4.52	1.1822	3959	لاشئ
قليلا	8583	4.52	1.0150	491	Slightly
بالشرطة	8584	4.52	1.1822	2483	Police
قضيب	8585	4.52	2.1116	5242	Rod
انتبه	8586	4.52	1.0544	1966	Warning
اعذريني	8587	4.52	1.1471	9369	Excuse
ارجوك	8588	4.52	1.2493	810	Please,
الإستخبارات	8589	4.52	1.5285	9731	الإستخبارات
تشين	8590	4.52	1.1822	8419	تشين
اخرجوا	8591	4.50	1.2817	4175	اخرجوا
أنتظر	8592	4.50	0.9949	787	أنتظر
كلب	8593	4.50	1.7409	1164	Dog
أرجوكم	8594	4.50	1.3439	2385	Please
الوحيد	8595	4.50	1.2330	323	Only
ردة	8596	4.50	1.3439	8038	Rose
قبضة	8597	4.50	0.8631	8171	قبضة
نفذت	8598	4.50	1.1995	6788	Implemented
الرهان	8599	4.50	1.4604	4298	الرهان
ستنتهي	8600	4.50	1.1294	7912	ستنتهي
راح	8601	4.50	1.3887	8380	Claimed
ملجأ	8602	4.50	1.7173	6714	ملجأ
was	8603	4.50	1.0351	8050	was
بالخلف	8604	4.50	0.7890	3622	بالخلف
يوقف	8605	4.50	0.8391	9166	Stop
دعيه	8606	4.50	0.7626	7361	دعيه
الفدرالي	8607	4.50	1.3887	5860	Federal
بالامر	8608	4.50	1.1294	7179	بالامر
اه	8609	4.50	1.5286	1509	Uh
العجوز	8610	4.50	1.5551	996	Old
يي	8611	4.50	1.0152	9830	Yi
الأخر	8612	4.50	1.2495	3566	Other
ننتظر	8613	4.50	1.0351	2162	Wait
أمثالك	8614	4.50	1.2495	9905	أمثالك
نيك	8615	4.50	2.0529	1080	Nick
تدين	8616	4.50	1.3740	5348	Condemns
غيور	8617	4.48	1.6443	8714	Jealous
العكس	8618	4.48	0.8862	5146	Conversely
بسببك	8619	4.48	1.2656	3532	بسببك
الفناء	8620	4.48	1.8321	8600	الفناء
كفاية	8621	4.48	1.2493	2649	Adequacy
القناع	8622	4.48	1.4462	5144	Mask
التحقيقات	8623	4.48	1.0736	2901	Investigations
اخرجي	8624	4.48	1.1993	4317	اخرجي
مضى	8625	4.48	1.1292	1638	Ago
الرغم	8626	4.48	1.1648	2203	Although
uh	8627	4.48	1.1822	3299	uh
كومة	8628	4.48	0.7351	8135	Pile
قضيبي	8629	4.48	2.4095	9202	Phallic
القطع	8630	4.48	1.0349	4633	Cutting
أرجوكي	8631	4.48	1.1993	6672	أرجوكي
الوشم	8632	4.48	1.2329	9384	Tattoo
ننتهي	8633	4.48	1.2162	5429	ننتهي
السياسية	8634	4.46	1.5546	9103	Political
سلاحك	8635	4.46	1.6315	2490	سلاحك
العمليات	8636	4.46	1.3734	4893	Operations
لـن	8637	4.46	0.7343	6108	لـن
ننسى	8638	4.46	1.2324	7163	Forget
نيابة	8639	4.46	1.5677	7910	Behalf
الطين	8640	4.46	1.5806	8271	Mud
دع	8641	4.46	0.9082	1848	Let
إنتهت	8642	4.46	1.2811	2962	Expired
توقف	8643	4.46	1.2811	189	Stop
لاشيء	8644	4.46	1.1466	2887	Nothing
الحكومة	8645	4.46	1.8206	1668	Government
إرجع	8646	4.46	0.9941	4847	Back
توقفوا	8647	4.46	1.0343	1410	توقفوا
أوقف	8648	4.46	0.7879	1824	أوقف
تعرضت	8649	4.46	1.1817	4342	تعرضت
الجنسي	8650	4.44	1.7515	8335	Sexual
توقفا	8651	4.44	0.9510	7634	توقفا
القي	8652	4.44	1.1095	6874	القي
الجبن	8653	4.44	1.9183	5295	الجبن
قصير	8654	4.44	1.0529	3130	Short
إنتظار	8655	4.44	1.0333	3341	Wait
اوه	8656	4.44	1.2480	359	اوه
الحجز	8657	4.44	1.4730	7083	Booking
الحمض	8658	4.44	1.0134	7779	DNA
توقفنا	8659	4.44	1.2149	8838	توقفنا
بالأمر	8660	4.44	1.1634	1060	بالأمر
المراقبة	8661	4.44	1.4020	2781	Surveillance
كلوي	8662	4.44	1.4309	6848	كلوي
أخفض	8663	4.44	0.7329	8167	أخفض
التحقيق	8664	4.44	1.1808	2771	Investigation
أمر	8665	4.44	0.9723	334	Command
فيتنام	8666	4.44	1.3426	5477	Vietnam
عنة	8667	4.44	1.4868	7367	عنة
لن	8668	4.44	0.9071	38	Not
الزنجي	8669	4.44	1.5928	5107	الزنجي
السحر	8670	4.44	1.9604	2615	Magic
لو	8671	4.44	0.9071	73	If
المحكمة	8672	4.44	1.7043	1337	Court
مراقب	8673	4.44	1.1278	8101	Monitor
مسح	8674	4.44	1.2803	9817	Survey
شين	8675	4.42	1.2469	4353	شين
لعدم	8676	4.42	0.9495	4242	Not
انتهي	8677	4.42	1.2631	4424	Ended
نغادر	8678	4.42	1.3107	3743	Leave
القديمه	8679	4.42	1.2304	9644	القديمه
الظروف	8680	4.42	0.9055	3546	Conditions
قديمة	8681	4.42	1.0708	2184	Old
تعقب	8682	4.42	0.8352	8880	Tracking
البوكر	8683	4.42	1.3415	8314	البوكر
تخفي	8684	4.42	1.0319	7563	Hide
الماضية	8685	4.42	0.9495	777	Years
إنتبه	8686	4.42	0.9916	3849	إنتبه
وحدها	8687	4.42	0.9495	6225	Alone
أغلق	8688	4.42	1.1265	1612	Close
إنسى	8689	4.42	1.0897	5209	إنسى
أتوقف	8690	4.42	0.9495	4703	Stop
تترك	8691	4.42	1.1796	1957	Leave
نتوقف	8692	4.42	0.8104	4162	Stop
الاستخبارات	8693	4.42	1.6174	9155	Intelligence
not	8694	4.42	0.9495	8056	not
اخفض	8695	4.40	0.9476	9146	اخفض
أخذوا	8696	4.40	1.2454	4389	أخذوا
تتعرض	8697	4.40	0.9476	8985	Exposed
بسببي	8698	4.40	1.2122	8009	Because of me
أعتذر	8699	4.40	1.3401	1993	I apologize
بول	8700	4.40	1.5253	710	Paul
انتهى	8701	4.40	1.3401	781	Ended
بقعة	8702	4.40	1.2617	6283	Spot
القضيه	8703	4.40	1.3851	7529	القضيه
الحذر	8704	4.40	1.2936	3967	الحذر
دعوني	8705	4.40	1.0690	2596	دعوني
الثور	8706	4.40	1.1429	8165	الثور
أفغانستان	8707	4.40	1.2778	8788	أفغانستان
دعينى	8708	4.40	1.1952	3376	دعينى
الوطواط	8709	4.40	1.6903	9737	الوطواط
أوقفوا	8710	4.40	1.0498	4469	أوقفوا
لاشىء	8711	4.40	0.8330	8530	Nothing
دعني	8712	4.38	0.9452	332	دعني
بالاسفل	8713	4.38	0.9010	6913	Below
بار	8714	4.38	1.9048	6988	Bar
ظروف	8715	4.38	1.1586	8615	Conditions
خالية	8716	4.38	1.1761	6286	خالية
تركنا	8717	4.38	1.1045	6632	تركنا
انسي	8718	4.38	0.9452	7213	Lancy
عذرا	8719	4.38	1.1045	2362	Sorry
الحر	8720	4.38	1.9261	9797	Free
إلقاء	8721	4.38	0.9234	5240	إلقاء
الداخلية	8722	4.38	1.7484	2023	Interior
التوقف	8723	4.38	1.1409	2197	Stop
لوحدها	8724	4.38	1.4693	5789	Alone
كفى	8725	4.38	1.0280	2112	Enough
إترك	8726	4.38	0.8303	8307	Leave
إنتهى	8727	4.38	1.5765	1252	إنتهى
الكره	8728	4.36	2.2656	5625	Hurts
عصا	8729	4.36	1.1386	7381	Stick
الاسفل	8730	4.36	0.9638	7433	Below
المخبر	8731	4.36	1.2415	7865	المخبر
الشمبانيا	8732	4.36	2.0875	6996	الشمبانيا
اعتذر	8733	4.36	1.3211	5389	I apologize
قلة	8734	4.36	0.8020	9670	Lack
نترك	8735	4.36	0.9848	4011	نترك
بقايا	8736	4.36	0.9205	7098	Residue
القزم	8737	4.36	1.2081	9730	Dwarf
رهان	8738	4.36	1.4813	8800	Bet
بمفردى	8739	4.36	1.3211	6931	بمفردى
جني	8740	4.36	1.6005	9234	Reaping
يتوقف	8741	4.36	0.8020	2224	يتوقف
بدون	8742	4.36	0.9848	233	Without
اسفل	8743	4.36	0.8271	5414	Down
التراب	8744	4.34	1.0994	9765	Dirt
غريبه	8745	4.34	0.8947	9106	Strange
حذرين	8746	4.34	1.4654	9131	حذرين
أغلقوا	8747	4.34	1.0022	9856	أغلقوا
أتركه	8748	4.34	0.7722	5503	I leave
هم	8749	4.34	1.2715	156	They
تطلق	8750	4.34	1.6239	1972	Launches
القضية	8751	4.34	1.2224	1141	Case
بدونها	8752	4.34	1.1713	8248	Without
دعنى	8753	4.34	1.2390	1132	دعنى
دون	8754	4.34	0.7453	413	Without
يقطع	8755	4.34	1.1178	9704	يقطع
الحانة	8756	4.34	1.8026	3459	الحانة
حرارة	8757	4.34	1.3494	4408	Heat
أترك	8758	4.34	0.8478	1788	أترك
يراقب	8759	4.34	1.0616	8758	يراقب
أفتقدك	8760	4.34	1.8251	9198	I miss you
تتوقفي	8761	4.32	0.9134	9077	تتوقفي
أدنى	8762	4.32	1.3316	2705	Lower
تعتذر	8763	4.32	1.3768	9906	تعتذر
اتركها	8764	4.32	0.9355	6083	Pat
بمفرده	8765	4.32	0.7677	6262	بمفرده
عميل	8766	4.32	1.6714	2919	Client
السود	8767	4.32	1.3468	4749	السود
مخبر	8768	4.32	1.3619	9206	مخبر
التخلص	8769	4.32	1.0962	3429	التخلص
مهلك	8770	4.32	1.6218	6310	Withering
تردد	8771	4.32	1.0190	9422	Frequency
الأوامر	8772	4.32	1.3161	3336	الأوامر
تمانعين	8773	4.32	0.9988	6238	تمانعين
السياسة	8774	4.32	1.3768	5766	Policy
المقاطعة	8775	4.32	1.4061	4687	District
تركوا	8776	4.32	1.2688	8484	تركوا
القضيب	8777	4.32	1.6468	7119	Penis
بوش	8778	4.32	1.5043	8071	بوش
تجاوزت	8779	4.32	1.4205	8563	تجاوزت
الانتظار	8780	4.32	1.3316	2015	Wait
أغرب	8781	4.32	1.2196	6253	Strangest
تقع	8782	4.32	1.1147	2857	Located
ابعد	8783	4.30	1.0546	3552	Farthest
اغرب	8784	4.30	1.0738	6244	Strangest
الفراغ	8785	4.30	1.4880	8685	الفراغ
بمفردي	8786	4.30	1.3439	4328	On my own
أوه	8787	4.30	1.1294	112	أوه
نهاية	8788	4.30	1.5682	490	End
أعذريني	8789	4.30	1.1824	9607	أعذريني
لوحده	8790	4.30	1.1294	2768	لوحده
أغادر	8791	4.30	1.2495	3585	أغادر
دعها	8792	4.30	0.9530	3056	Let
كلا	8793	4.30	0.9313	110	Both
جريج	8794	4.30	1.4178	3205	جريج
لأسفل	8795	4.30	1.1112	4688	لأسفل
بوم	8796	4.30	1.2164	8733	Boom
اقل	8797	4.30	0.8144	2313	Less
زنجي	8798	4.30	1.2817	8368	Negro
الوحيدة	8799	4.28	1.3099	774	The only
الحافة	8800	4.28	1.3708	5635	الحافة
للخلف	8801	4.28	0.8581	2089	Back
البوليس	8802	4.28	1.7266	5262	Police
المدافع	8803	4.28	1.8521	9351	المدافع
ينتهى	8804	4.28	1.2623	4163	Ends
ويلي	8805	4.28	1.0887	3861	ويلي
حذرك	8806	4.28	1.1256	9624	حذرك
إياك	8807	4.28	0.9044	5650	Beware
ثقب	8808	4.28	1.1436	7772	Hole
يقع	8809	4.26	1.2423	3974	Located
ينسى	8810	4.26	0.9649	9141	Forget
المباحث	8811	4.26	1.5624	3699	Detectives
فات	8812	4.26	0.9216	3479	Fat
اغلق	8813	4.26	1.1747	3947	اغلق
بالوحدة	8814	4.26	1.3822	8328	بالوحدة
ساعدونى	8815	4.26	1.5884	7523	Help me
الحفر	8816	4.26	1.2257	7648	Drilling
توقفى	8817	4.26	0.8283	4047	توقفى
أغلقي	8818	4.26	0.8526	9040	أغلقي
صه	8819	4.26	1.0654	7801	صه
الصليب	8820	4.26	1.7001	7985	الصليب
أوامر	8821	4.26	1.4401	3965	Orders
بأس	8822	4.26	1.2906	316	بأس
نوبة	8823	4.26	1.3674	5484	Bout
غريبة	8824	4.26	1.1395	1440	Strange
تنسي	8825	4.26	0.9858	4789	Tennessee
عالقة	8826	4.24	1.0012	9586	عالقة
توقفت	8827	4.24	0.9596	2091	توقفت
قضية	8828	4.24	1.3637	1522	Issue
منخفضة	8829	4.24	0.9161	9553	Low
بدونه	8830	4.24	1.0797	6364	بدونه
مشغولة	8831	4.24	0.8935	3627	Busy
عذر	8832	4.24	1.1350	7128	Excuse
آي	8833	4.24	1.0606	1248	Aye
مغادرة	8834	4.24	0.9381	4933	Leave
الأدوية	8835	4.24	1.6107	6373	Medicines
تركت	8836	4.24	1.0012	1040	Left
تضغط	8837	4.24	1.0412	7809	Press
الوحدة	8838	4.24	1.9437	2496	Unity
تتوقف	8839	4.24	1.0012	1628	تتوقف
ترك	8840	4.24	1.0797	1030	Leave
يبعد	8841	4.24	0.9596	6978	Is
عملية	8842	4.24	1.4223	992	Process
رهن	8843	4.24	1.0606	6339	Mortgage
قناع	8844	4.24	1.1877	7351	قناع
اخرج	8845	4.24	0.9596	756	Get out
حذرة	8846	4.24	1.2545	6398	Cautious
فاتورة	8847	4.22	1.3293	8638	Bill
لاتريد	8848	4.22	0.9538	9319	لاتريد
ريب	8849	4.22	0.9322	9984	Reap
حساسية	8850	4.22	1.3596	7802	Sensitivity
أصاب	8851	4.22	1.2501	6415	Hit
ينتهي	8852	4.22	1.0554	1318	Ends
المخابرات	8853	4.22	1.7761	3427	المخابرات
أخرجي	8854	4.22	1.2337	5604	Get out
الاقل	8855	4.22	1.0160	2731	الاقل
أقطع	8856	4.22	0.9538	7305	أقطع
البار	8857	4.22	1.7646	4577	Bar
تبتعد	8858	4.22	1.1480	5427	تبتعد
مضاد	8859	4.22	0.9957	9173	مضاد
دهاك	8860	4.22	1.2982	9823	دهاك
out	8861	4.22	1.1830	7855	out
غريب	8862	4.20	1.2936	450	Strange
no	8863	4.20	0.9689	4966	no
آسفه	8864	4.20	1.3702	1750	آسفه
القرش	8865	4.20	1.3997	3561	Shark
اسفه	8866	4.20	1.3997	3432	اسفه
بعدم	8867	4.20	0.9258	4103	Not
شديدة	8868	4.20	1.1952	3295	Severe
ترتكب	8869	4.20	1.3851	9473	ترتكب
أه	8870	4.20	1.1429	1764	أه
القليل	8871	4.20	0.8571	975	Little
العنكبوت	8872	4.20	1.2617	4777	Spider
التدخل	8873	4.20	0.9689	7225	Intervention
النجدة	8874	4.20	1.8736	1104	النجدة
أصمت	8875	4.20	1.1429	3710	أصمت
بمفردك	8876	4.20	1.1249	3527	بمفردك
الدواء	8877	4.20	1.6903	3087	Drug
قطعت	8878	4.20	1.0880	3678	Cut
الفاتورة	8879	4.20	1.1952	9883	Bill
آسفة	8880	4.20	1.5908	347	آسفة
المؤخرة	8881	4.20	1.9483	4316	Backside
توقفي	8882	4.20	1.1249	1051	Stop
تبعد	8883	4.20	1.0498	4471	About
بدوني	8884	4.18	0.9624	5400	Without Me
قاطع	8885	4.18	1.1726	9712	قاطع
لاأعرف	8886	4.18	1.0631	6017	I do not know
اتركه	8887	4.18	1.1373	4608	Leave
لايجب	8888	4.18	1.0039	6264	Should not be
بحذر	8889	4.18	1.1008	5778	Caution
قليلة	8890	4.18	0.9624	1778	A few
أشعل	8891	4.18	1.3952	9872	Lit
أتركها	8892	4.18	1.3506	7906	أتركها
عدم	8893	4.18	1.1551	882	Not
الوراء	8894	4.18	1.1899	6494	Back
ارجوكم	8895	4.18	1.3045	8085	ÇŃĚćßă
السيف	8896	4.18	1.5211	3864	Sword
إحترس	8897	4.18	1.2567	8577	إحترس
الإنتظار	8898	4.16	0.9553	1854	الإنتظار
يترك	8899	4.16	0.8657	3156	Leaves
مستشفى	8900	4.16	1.8223	2673	Hospital
أقل	8901	4.16	0.6503	601	Less
الثقيل	8902	4.16	1.4049	8728	Heavy
الاوامر	8903	4.16	1.1843	9575	الاوامر
تمانع	8904	4.16	0.9116	1815	Mind
أوقفه	8905	4.16	0.8418	9666	أوقفه
وهم	8906	4.16	1.2835	1128	وهم
اقطع	8907	4.16	0.9971	5934	Cut
اسفة	8908	4.16	1.6704	1969	Sorry
ببطئ	8909	4.16	1.0947	4375	ببطئ
سنغادر	8910	4.16	1.0568	6976	سنغادر
بعيدا	8911	4.14	1.0500	805	Away
المستحيل	8912	4.14	1.6904	3253	Impossible
إيقاف	8913	4.14	0.9899	4549	إيقاف
بغرابة	8914	4.14	0.7562	8208	بغرابة
يغلق	8915	4.14	0.9037	8120	يغلق
مؤخرة	8916	4.14	2.1477	2660	Rear
ايقاف	8917	4.14	0.9037	9921	Stop
نزال	8918	4.14	1.4848	9596	نزال
ناري	8919	4.14	1.4984	9804	Firearm
الأنتظار	8920	4.14	1.1954	8769	الأنتظار
الحار	8921	4.14	1.1430	9949	الحار
العميلة	8922	4.14	1.6538	8150	العميلة
وحدى	8923	4.14	1.2779	6614	وحدى
بدونك	8924	4.14	1.2456	2833	Without you
سأترك	8925	4.12	1.1718	5774	سأترك
الأسفل	8926	4.12	0.9398	1808	Down
الوحيده	8927	4.12	1.2558	5843	The only
تعثر	8928	4.12	1.3498	8903	Tumble
الحاجز	8929	4.12	1.0428	7674	الحاجز
متأسفة	8930	4.12	1.5990	6018	متأسفة
الهبوط	8931	4.12	1.2061	5607	Landing
سأطلق	8932	4.12	1.4377	7887	سأطلق
خوان	8933	4.12	1.3944	6912	خوان
حذر	8934	4.12	1.1183	5673	Warned
غادرت	8935	4.12	1.0999	2996	غادرت
أدين	8936	4.10	1.2817	4758	أدين
إبتعدوا	8937	4.10	1.1824	5831	إبتعدوا
ارحل	8938	4.10	1.4743	3625	ارحل
هبوط	8939	4.10	1.6812	9283	Landing
قليل	8940	4.10	0.9530	1026	Few
مشغول	8941	4.10	1.1995	1593	Busy
قبض	8942	4.10	1.3439	8558	Catch
غريبا	8943	4.10	1.1995	6363	غريبا
وحده	8944	4.10	1.2330	3063	وحده
منخفض	8945	4.10	0.9313	7806	Low
رحلت	8946	4.08	1.5758	2430	رحلت
نهايه	8947	4.08	1.9149	9324	نهايه
ستغادر	8948	4.08	1.2752	8927	ستغادر
طارئة	8949	4.08	1.0270	5046	Emergency
وقع	8950	4.08	1.3679	2217	Signed
إسكت	8951	4.08	1.0850	9621	إسكت
تغلق	8952	4.08	0.7783	4972	Close
القضايا	8953	4.08	1.3974	6086	Issues
مهووس	8954	4.08	1.5097	8179	Maniac
الحمار	8955	4.08	1.4405	7009	Ass
مقاطعة	8956	4.08	1.2428	4522	County
عجوز	8957	4.06	1.5440	2170	Old
العصا	8958	4.06	1.2521	8310	Stick
البندقية	8959	4.06	1.7427	2936	البندقية
الغريبة	8960	4.06	1.0382	3476	Alien
down	8961	4.06	1.2357	9606	down
إزالة	8962	4.06	1.0577	8666	Remove
قاع	8963	4.06	1.2022	7799	Bottom
إيقافه	8964	4.06	1.0184	9700	Stop
تركه	8965	4.06	1.0577	6475	Left
الأقل	8966	4.06	0.9775	514	At least
لوحدك	8967	4.06	1.2843	2787	لوحدك
القليلة	8968	4.04	0.9249	4875	Few
البقعة	8969	4.04	0.9026	9534	Patch
اسكت	8970	4.04	1.1421	5693	اسكت
الإمساك	8971	4.04	1.3395	6548	الإمساك
السمين	8972	4.04	1.5644	4282	السمين
جعة	8973	4.04	1.6283	9500	جعة
اختفت	8974	4.04	1.3696	4840	Disappeared
أتركك	8975	4.04	1.2115	4312	Leave you
الضباب	8976	4.04	1.5513	7122	Fog
إبتعدي	8977	4.04	1.1945	7297	إبتعدي
الحرارة	8978	4.04	1.4136	2762	Heat
تتخلى	8979	4.04	1.1058	9631	تتخلى
تفقد	8980	4.04	1.3845	2049	Lose
للأسفل	8981	4.04	0.9681	2609	Down
صفر	8982	4.04	1.3845	4112	صفر
تقطع	8983	4.04	0.9681	7223	Cut
إبتعد	8984	4.04	0.9889	1802	Get out
تركها	8985	4.04	1.1241	6201	Left
اترك	8986	4.04	1.1421	2157	Leave
لايمكنك	8987	4.02	1.3169	4267	لايمكنك
لايوجد	8988	4.02	1.1516	2154	None
إف	8989	4.02	1.5185	3528	F
آسف	8990	4.02	1.5451	131	Sorry
الغريب	8991	4.02	0.8449	2147	Curious
الاخيرة	8992	4.02	1.3775	5073	Recent
كلبة	8993	4.02	2.1236	9285	Housemates
الأسود	8994	4.02	1.8789	1860	Black
تفتيش	8995	4.02	0.9998	6217	Inspection
يغادر	8996	4.02	1.0398	3730	Leaves
رهيبة	8997	4.02	1.9948	8681	Awesome
أخيرة	8998	4.02	1.3476	6124	Final
بعيدة	8999	4.02	1.1865	2408	Far
آه	9000	4.02	1.4068	615	آه
النبيذ	9001	4.02	2.1140	2465	Wine
أمانع	9002	4.00	0.9035	5483	أمانع
لأ	9003	4.00	1.2617	6120	لأ
أبتعد	9004	4.00	1.0102	3001	Stay away
إخفاء	9005	4.00	0.8330	9086	Hide
تنسى	9006	4.00	1.1249	1987	تنسى
الاسود	9007	4.00	1.6782	6911	الاسود
للجنون	9008	4.00	1.7957	7555	للجنون
لاأريد	9009	4.00	1.1249	8407	لاأريد
حاد	9010	4.00	1.2617	6437	Sharp
الغبار	9011	3.98	1.5185	6833	Dust
تراجع	9012	3.98	1.2696	1852	Retreat
البعيد	9013	3.98	1.0593	9046	البعيد
ببطء	9014	3.98	1.2036	2797	Slowly
غامضة	9015	3.98	1.2204	9825	Mysterious
أصيب	9016	3.98	1.7669	3968	أصيب
أشك	9017	3.98	0.9145	3611	أشك
أسفة	9018	3.98	1.2856	2150	أسفة
غامض	9019	3.98	1.2534	7970	Mysterious
فارغة	9020	3.98	0.9366	4529	Empty
الإسعاف	9021	3.98	1.5185	5808	الإسعاف
مغلقة	9022	3.98	0.9998	4247	Closed
الجنون	9023	3.96	2.0199	2835	Madness
غادر	9024	3.96	0.8562	2635	Left
حذرا	9025	3.96	1.0093	4368	حذرا
إسعاف	9026	3.96	1.7608	8816	Ambulance
حكومة	9027	3.96	1.4280	8187	Government
يختفي	9028	3.96	0.9467	7224	Disappears
أغلقت	9029	3.96	1.2447	5711	Closed
مطاردة	9030	3.96	1.4978	7525	مطاردة
حار	9031	3.96	1.3547	3227	Hot
أسكت	9032	3.96	1.1241	6303	Gag
القضبان	9033	3.96	1.5248	8076	القضبان
متأسف	9034	3.96	1.2282	3644	متأسف
سقط	9035	3.96	1.3547	1978	Fell
محال	9036	3.96	1.4978	6847	Shops
قيد	9037	3.96	1.3547	1039	Under
لايمكن	9038	3.94	1.2683	3422	لايمكن
الضغط	9039	3.94	1.2683	2377	Pressure
إغلاق	9040	3.94	0.9127	5839	Close
الفارغ	9041	3.94	1.1323	6922	الفارغ
إحذر	9042	3.94	1.3001	5686	إحذر
نبيذ	9043	3.94	1.9210	5013	Wine
السفلي	9044	3.94	0.8901	3590	Bottom
محكمة	9045	3.94	1.3911	5078	Court
مدين	9046	3.92	1.5097	3338	Debtor
اسف	9047	3.92	1.5497	573	Sorry
الأخيرة	9048	3.92	1.4961	884	Last
النارية	9049	3.92	1.6268	4964	Motorcycle
تأخر	9050	3.92	0.8999	4692	Delayed
بعيد	9051	3.92	1.2911	1037	Far
تركتها	9052	3.92	0.8769	5611	Left
المستشفى	9053	3.92	1.7243	1088	Hospital
للوراء	9054	3.92	1.0850	4895	للوراء
