word	rank	happs	stddev	twitter_rank	gbooks_rank	nyt_rank	lyrics_rank
lo	7863	4.84	1.1132	730	4650	--	412
maintenance	7864	4.84	1.5954	--	2314	2797	--
mar	7865	4.84	1.2349	4151	--	--	2395
mining	7866	4.84	1.5434	--	3553	--	--
mn	7867	4.84	0.7656	4309	--	--	--
nao	7868	4.84	1.3149	2995	--	--	--
need	7869	4.84	1.4337	83	258	324	79
nt	7870	4.84	0.6809	4260	--	--	--
o_o	7871	4.84	1.1493	--	--	--	--
oh	7872	4.84	1.0759	114	1405	4045	46
proc	7873	4.84	1.0174	--	4771	--	--
rates	7874	4.84	1.1493	3067	1105	896	--
reagan	7875	4.84	1.5301	--	--	1549	--
sanders	7876	4.84	1.2993	--	--	4767	--
secret	7877	4.84	1.6081	1026	1668	1994	855
setup	7878	4.84	1.4049	4881	--	--	--
sharp	7879	4.84	1.6946	4866	2369	2587	2653
sih	7880	4.84	0.7103	4391	--	--	--
sta	7881	4.84	1.0759	--	--	--	4118
t	7882	4.84	0.7656	734	77	797	1608
temp	7883	4.84	1.4194	3407	--	--	--
tooth	7884	4.84	1.4194	4182	--	--	3797
vc	7885	4.84	0.8657	2294	--	--	--
vernon	7886	4.84	1.2349	--	--	3252	--
ward	7887	4.84	1.1132	--	3815	3260	--
duele	7888	4.84	1.0324	--	--	--	4369
horns	7889	4.84	1.9295	--	--	--	4472
inevitably	7890	4.84	1.5322	--	4750	--	--
jeg	7891	4.84	1.1609	--	--	--	2579
kneel	7892	4.84	1.3896	--	--	--	3805
partial	7893	4.84	1.3593	--	2662	--	--
puedes	7894	4.84	1.2640	--	--	--	4084
throwin	7895	4.84	1.5988	--	--	--	4433
zeg	7896	4.84	1.0675	--	--	--	4478
geen	7897	4.83	1.4923	--	--	--	2126
louder	7898	4.83	1.5483	--	--	--	2828
tutto	7899	4.83	1.0785	--	--	--	3416
tout	7900	4.83	1.1096	--	--	--	2087
temptation	7901	4.83	1.9115	--	--	--	2524
#omgfacts	7902	4.82	1.6866	--	--	--	--
@stephenfry	7903	4.82	1.4241	--	--	--	--
@tweetmeme	7904	4.82	1.7460	--	--	--	--
acho	7905	4.82	0.7197	4450	--	--	--
addenda	7906	4.82	1.2403	--	--	672	--
administration's	7907	4.82	1.5077	--	--	--	--
altered	7908	4.82	1.3506	--	3715	--	--
ang	7909	4.82	0.8734	3903	--	--	2568
att	7910	4.82	1.1008	2973	--	--	--
ayer	7911	4.82	1.1192	--	--	--	4081
b/c	7912	4.82	1.3200	--	--	--	--
b2	7913	4.82	1.1008	--	--	--	--
beard	7914	4.82	1.2887	--	--	--	--
cane	7915	4.82	1.7922	--	--	--	4248
cases	7916	4.82	0.9190	4590	329	756	--
causing	7917	4.82	1.1899	--	3590	--	--
che	7918	4.82	1.0821	--	--	--	562
col	7919	4.82	0.9833	--	4919	4987	--
cum	7920	4.82	2.0572	3247	--	2594	2002
de	7921	4.82	0.8497	99	142	640	108
deh	7922	4.82	0.9409	2827	--	--	3608
demi	7923	4.82	0.8734	2316	--	--	--
doch	7924	4.82	0.8003	4509	--	--	1411
duties	7925	4.82	1.6866	--	1824	4885	--
eso	7926	4.82	1.0821	2938	--	--	2284
examination	7927	4.82	1.5211	--	1430	--	--
exposure	7928	4.82	1.5211	--	2545	4938	--
finna	7929	4.82	1.0821	3323	--	--	--
flipped	7930	4.82	1.3354	--	--	--	4914
gm	7931	4.82	1.0821	3671	--	4082	--
hes	7932	4.82	1.1192	1659	--	--	3979
hid	7933	4.82	1.1192	--	--	--	3885
hoje	7934	4.82	1.0039	2527	--	--	--
hood	7935	4.82	1.2887	2380	--	--	836
impact	7936	4.82	1.3200	3549	1478	1584	--
israeli	7937	4.82	1.7460	--	--	1352	--
lagi	7938	4.82	0.9190	2944	--	--	--
ll	7939	4.82	0.7475	--	521	--	4440
mideast	7940	4.82	1.5609	--	--	4187	--
municipal	7941	4.82	0.9833	--	3788	2475	--
must	7942	4.82	1.4384	301	98	370	230
n	7943	4.82	1.0821	179	385	1028	1308
ne	7944	4.82	0.5602	1847	3413	--	983
ng	7945	4.82	1.2070	4170	--	--	4191
ot	7946	4.82	1.1008	4643	--	--	--
over	7947	4.82	1.4803	116	90	86	119
pst	7948	4.82	1.4097	4830	--	--	--
quando	7949	4.82	0.9624	4279	--	--	2403
ralph	7950	4.82	1.4384	--	--	2491	--
repeated	7951	4.82	1.1726	--	1956	2915	--
rushing	7952	4.82	1.4665	--	--	--	3838
sellin	7953	4.82	1.4525	--	--	--	4080
sich	7954	4.82	0.9409	2600	--	--	2084
smell	7955	4.82	1.5477	1308	4968	--	1042
ticking	7956	4.82	1.5868	--	--	--	4442
tt	7957	4.82	1.2070	2685	--	--	--
udah	7958	4.82	0.6908	3461	--	--	--
vegan	7959	4.82	1.7106	4700	--	--	--
wah	7960	4.82	1.8035	4609	--	--	3248
warum	7961	4.82	1.3354	--	--	--	4955
witness	7962	4.82	1.3656	--	2764	3177	1858
wut	7963	4.82	1.1373	3825	--	--	--
assumptions	7964	4.82	1.7192	--	3644	--	--
dawg	7965	4.82	1.6030	--	--	--	2849
dro	7966	4.82	1.2857	--	--	--	4392
gaan	7967	4.82	1.4815	--	--	--	2564
nerve	7968	4.82	1.4815	--	2211	--	2548
scheme	7969	4.82	1.6668	--	1961	--	3774
sus	7970	4.82	0.9932	--	--	--	2771
vas	7971	4.82	1.1845	--	--	--	2140
vein	7972	4.82	1.5367	--	4779	--	4426
werden	7973	4.82	1.3177	--	--	--	4840
otro	7974	4.81	0.8910	--	--	--	3174
toda	7975	4.81	1.2990	--	--	--	2922
detection	7976	4.81	1.2792	--	4386	--	--
@jonathanrknight	7977	4.80	1.2778	--	--	--	--
advisory	7978	4.80	1.1952	--	--	1370	--
ak	7979	4.80	0.9689	--	--	--	4806
ao	7980	4.80	0.8571	3318	--	--	--
apa	7981	4.80	0.7825	2782	--	--	--
asap	7982	4.80	1.5386	2397	--	--	--
bankers	7983	4.80	1.8626	--	--	3917	--
bij	7984	4.80	0.8806	4571	--	--	2049
bosnia	7985	4.80	1.7023	--	--	2868	--
c1	7986	4.80	0.8330	--	--	--	--
cock	7987	4.80	2.0000	4494	--	--	1894
det	7988	4.80	0.8806	3138	--	--	2009
dey	7989	4.80	0.7559	2270	--	--	4192
didn	7990	4.80	1.2454	--	713	--	--
eds	7991	4.80	1.1066	--	1834	--	--
el	7992	4.80	1.1249	391	1762	2467	220
es	7993	4.80	0.7825	572	4098	--	306
eu	7994	4.80	1.0690	688	--	--	1624
fa	7995	4.80	0.8571	3103	--	--	2159
giuliani	7996	4.80	1.7957	--	--	1729	--
h	7997	4.80	0.8806	1466	546	449	3949
it'd	7998	4.80	1.0690	--	--	--	--
johns	7999	4.80	1.3851	--	--	4904	--
judy	8000	4.80	1.0690	--	--	2813	--
kan	8001	4.80	1.1429	1967	--	--	1568
lautner	8002	4.80	1.2617	4462	--	--	--
lejos	8003	4.80	1.1249	--	--	--	3989
ltd	8004	4.80	1.1066	--	3792	2842	--
lugar	8005	4.80	1.3248	--	--	--	3378
meetings	8006	4.80	1.5386	3064	2540	2461	--
mein	8007	4.80	1.4142	4429	--	--	1706
mental	8008	4.80	1.8183	2626	1107	2766	2414
naar	8009	4.80	0.8081	2950	--	--	1891
nai	8010	4.80	1.3851	--	--	--	4921
nd	8011	4.80	0.9476	1098	--	--	--
nerd	8012	4.80	1.8736	3556	--	--	--
nom	8013	4.80	1.3702	2991	--	--	--
olvidar	8014	4.80	1.1780	--	--	--	4141
one-time	8015	4.80	1.2122	--	--	--	--
orthodox	8016	4.80	1.3553	--	--	4941	--
pataki	8017	4.80	1.2289	--	--	2547	--
pe	8018	4.80	0.7559	4425	--	--	--
proceedings	8019	4.80	1.3553	--	2206	4908	--
pussy	8020	4.80	2.6650	2019	--	--	949
rehabilitation	8021	4.80	1.8626	--	--	4719	--
rep	8022	4.80	1.5253	3418	--	--	3652
sachs	8023	4.80	1.3851	--	--	3581	--
slightly	8024	4.80	0.8571	2551	1787	2079	--
superintendent	8025	4.80	1.3093	--	--	4374	--
sur	8026	4.80	1.1780	3428	4851	--	2341
versus	8027	4.80	1.2289	--	3476	--	--
wats	8028	4.80	0.8571	1689	--	--	--
wen	8029	4.80	1.0498	1345	--	--	--
what	8030	4.80	0.7559	44	60	75	29
what's	8031	4.80	0.8571	--	3191	--	--
whos	8032	4.80	0.6701	4264	--	--	--
widespread	8033	4.80	1.1429	--	3991	4303	--
yrs	8034	4.80	1.1249	2060	--	--	--
zonder	8035	4.80	1.2936	--	--	--	3785
petition	8036	4.80	1.5778	--	4568	--	--
gimmie	8037	4.80	1.5809	--	--	--	4836
jamais	8038	4.80	1.4858	--	--	--	4469
laat	8039	4.80	1.1177	--	--	--	2545
manos	8040	4.80	1.2744	--	--	--	4097
niets	8041	4.80	1.3537	--	--	--	3697
passive	8042	4.80	1.7675	--	4188	--	--
tous	8043	4.80	1.1722	--	--	--	3806
mase	8044	4.79	1.1478	--	--	--	4386
wij	8045	4.79	0.9444	--	--	--	4598
#p2	8046	4.78	0.6788	--	--	--	--
1/2-bath	8047	4.78	1.1657	--	--	--	--
aja	8048	4.78	0.9538	2235	--	--	--
asi	8049	4.78	1.0554	--	--	--	2461
at;t	8050	4.78	1.0746	--	--	--	--
b1	8051	4.78	0.9750	--	--	--	--
bc	8052	4.78	0.8154	1639	3174	--	--
belly	8053	4.78	1.4609	3162	--	--	2500
blizzard	8054	4.78	2.0926	--	--	--	--
ce	8055	4.78	0.8873	4217	4320	--	1789
conditions	8056	4.78	1.4748	4116	394	2001	--
confess	8057	4.78	1.5687	--	--	--	2302
dann	8058	4.78	1.1657	4103	--	--	2114
des	8059	4.78	1.2982	2364	1234	--	1121
dha	8060	4.78	1.1657	4739	--	--	--
difference	8061	4.78	1.1830	1821	703	1965	1587
em	8062	4.78	1.1480	506	4159	--	485
ep	8063	4.78	1.2002	2553	--	--	--
essa	8064	4.78	0.8873	3660	--	--	--
exit	8065	4.78	1.5687	4491	--	4648	4068
fate	8066	4.78	1.2664	--	2645	3861	964
fo	8067	4.78	1.1657	2852	--	--	2613
funk	8068	4.78	1.6199	--	--	--	1553
gat	8069	4.78	1.4609	--	--	--	2237
gimme	8070	4.78	1.2824	4681	--	--	771
gli	8071	4.78	0.9750	--	--	--	3883
israel	8072	4.78	1.7296	3516	2062	668	--
je	8073	4.78	1.0554	1311	--	--	290
juss	8074	4.78	0.6788	3551	--	--	--
kein	8075	4.78	0.9957	--	--	--	3257
llorar	8076	4.78	1.4327	--	--	--	3669
meds	8077	4.78	1.3746	3592	--	--	--
military	8078	4.78	1.7530	3213	597	448	--
mud	8079	4.78	1.7761	--	--	--	2689
nasdaq	8080	4.78	1.5022	--	--	2978	--
nos	8081	4.78	0.9322	2869	--	--	1272
nur	8082	4.78	1.0359	3241	--	--	1446
ohh	8083	4.78	1.3445	2059	--	--	1049
pena	8084	4.78	1.3138	--	--	--	4895
r	8085	4.78	1.0554	341	475	346	1592
reserved	8086	4.78	1.4039	--	3631	--	--
reversed	8087	4.78	1.4327	--	--	3463	--
sigo	8088	4.78	0.9322	--	--	--	4878
sooo	8089	4.78	1.5022	770	--	--	--
stakes	8090	4.78	0.9538	--	--	4581	--
suddenly	8091	4.78	1.3138	2799	1429	2129	1353
though	8092	4.78	1.0359	249	189	431	345
throwing	8093	4.78	1.2337	2810	--	4927	2880
tht	8094	4.78	0.8154	1390	--	--	--
ver	8095	4.78	0.9538	1601	--	--	1682
wallace	8096	4.78	1.3445	--	--	3988	--
wel	8097	4.78	0.6158	3676	--	--	2668
wieder	8098	4.78	0.9750	3391	--	--	2967
witnesses	8099	4.78	1.4609	--	4542	3208	--
wud	8100	4.78	1.2501	3248	--	--	--
tijd	8101	4.78	1.4757	--	--	--	4200
unseen	8102	4.78	1.2122	--	--	--	4605
@aplusk	8103	4.76	1.1168	--	--	--	--
@ddlovato	8104	4.76	1.1877	--	--	--	--
ahl	8105	4.76	1.0412	--	--	4868	--
aside	8106	4.76	0.9161	4765	2436	2611	2117
bak	8107	4.76	0.8935	3624	--	--	--
board	8108	4.76	1.5194	845	728	187	2936
buat	8109	4.76	0.8935	3920	--	--	--
chilling	8110	4.76	2.1812	3060	--	--	--
cnt	8111	4.76	0.7709	3329	--	--	--
coz	8112	4.76	1.0412	2725	--	--	1906
dat	8113	4.76	1.2048	514	--	--	543
departure	8114	4.76	1.5194	--	3595	3971	--
dolor	8115	4.76	1.9226	--	--	--	2714
economics	8116	4.76	1.4223	--	2712	2344	--
else	8117	4.76	0.8935	484	885	1183	366
ese	8118	4.76	1.0606	4955	--	--	2489
essay	8119	4.76	1.6606	3170	3096	2662	--
gas	8120	4.76	1.6483	1461	1211	1194	1690
gd	8121	4.76	0.8221	4395	--	--	--
governors	8122	4.76	1.5460	--	--	3005	--
kobe	8123	4.76	1.7907	3650	--	--	--
lately	8124	4.76	1.6107	1752	--	--	1585
les	8125	4.76	1.2048	1971	1908	--	876
management	8126	4.76	1.4365	1965	603	692	--
min	8127	4.76	0.7440	1276	3653	--	4234
officials	8128	4.76	1.3637	4198	1999	180	--
ought	8129	4.76	1.2545	--	1330	3174	2238
oughta	8130	4.76	1.2867	--	--	--	2877
pieces	8131	4.76	1.2707	2874	1890	1869	1147
pig	8132	4.76	2.1050	2465	--	--	3171
por	8133	4.76	1.0214	447	--	--	473
pulled	8134	4.76	1.1528	2410	2935	2904	1331
quand	8135	4.76	1.2867	--	--	--	2562
re-election	8136	4.76	1.6971	--	--	--	--
repair	8137	4.76	1.8245	3818	3854	3663	--
report	8138	4.76	1.3334	1066	507	242	--
sa	8139	4.76	0.9161	1852	3938	--	1321
sans	8140	4.76	1.2048	--	--	--	3228
sho	8141	4.76	1.1528	--	--	--	4035
sinai	8142	4.76	1.1528	--	--	3364	--
somewhat	8143	4.76	1.3334	4733	1145	2939	--
spent	8144	4.76	1.5460	941	1426	967	1068
ta	8145	4.76	1.1704	1549	--	--	1092
targets	8146	4.76	1.4786	--	--	4934	--
telerate	8147	4.76	1.2382	--	--	2852	--
tem	8148	4.76	0.9161	1759	--	--	--
th	8149	4.76	0.9161	1564	3661	--	--
tha	8150	4.76	1.0412	883	--	--	661
took	8151	4.76	1.0214	363	304	412	333
trippin	8152	4.76	1.8020	--	--	--	2933
tuh	8153	4.76	1.1877	4381	--	--	--
tupac	8154	4.76	1.7792	--	--	--	4254
weer	8155	4.76	0.9161	4065	--	--	2510
weiss	8156	4.76	1.4078	--	--	3843	--
wenn	8157	4.76	1.0012	3264	--	--	1471
whats	8158	4.76	0.9806	738	--	--	1499
wore	8159	4.76	1.3637	3684	3982	4970	2488
would've	8160	4.76	1.0012	--	--	--	--
woulda	8161	4.76	1.2382	4954	--	--	4079
xd	8162	4.76	1.1350	424	--	--	--
af	8163	4.76	1.1820	--	--	--	4523
coulda	8164	4.76	1.3774	--	--	--	3560
drift	8165	4.76	1.4795	--	--	--	2363
goed	8166	4.76	1.0110	--	--	--	3714
ihr	8167	4.76	1.0514	--	--	--	1920
niente	8168	4.76	1.5617	--	--	--	4324
tek	8169	4.76	1.4073	--	--	--	4417
sword	8170	4.75	1.8552	--	3565	--	2165
&c	8171	4.74	1.0314	--	3602	--	--
'em	8172	4.74	0.9858	--	--	--	--
@adamlambert	8173	4.74	2.0385	--	--	--	--
admit	8174	4.74	1.2747	2198	2896	--	1716
alley	8175	4.74	1.1920	4398	--	--	2815
authority	8176	4.74	1.5884	--	668	935	--
b-includes	8177	4.74	1.1747	--	--	--	--
colo	8178	4.74	1.3524	--	--	4457	--
corner	8179	4.74	1.3524	1372	2201	2192	807
dag	8180	4.74	1.3219	--	--	--	2983
dah	8181	4.74	1.2423	3973	--	--	2415
dealers	8182	4.74	1.4957	--	--	3049	--
depending	8183	4.74	1.5493	--	2956	--	--
dow	8184	4.74	1.1747	--	--	3085	--
faz	8185	4.74	0.6642	4714	--	--	--
fml	8186	4.74	1.2747	2222	--	--	--
gona	8187	4.74	1.0844	4780	--	--	--
had	8188	4.74	0.8762	77	30	36	115
heavily	8189	4.74	1.1214	--	3489	3373	--
hook	8190	4.74	1.1395	2879	--	--	835
imma	8191	4.74	1.1214	1131	--	--	3078
judgment	8192	4.74	1.8385	--	1353	3443	--
licht	8193	4.74	1.2747	--	--	--	4249
load	8194	4.74	1.0654	2639	2067	--	1778
long	8195	4.74	1.6637	191	129	132	124
mines	8196	4.74	1.5493	--	4073	--	4151
minha	8197	4.74	0.9858	2077	--	--	--
muito	8198	4.74	0.9216	2425	--	--	--
myspace	8199	4.74	1.8049	1442	--	--	--
older	8200	4.74	1.7821	1983	1403	1781	1496
operate	8201	4.74	1.7001	--	3035	3230	--
otherwise	8202	4.74	0.8283	2432	1177	2320	--
policy	8203	4.74	1.4401	3335	381	483	--
pull	8204	4.74	1.1747	1651	3719	3403	553
quem	8205	4.74	1.2747	3362	--	--	--
res	8206	4.74	1.0844	--	4237	--	--
resist	8207	4.74	1.6011	4823	4304	--	1866
saber	8208	4.74	1.6759	--	--	--	3197
smaller	8209	4.74	1.4820	4991	1474	2016	--
smh	8210	4.74	0.7508	612	--	--	--
than	8211	4.74	1.0461	143	59	65	150
trials	8212	4.74	1.7239	--	3930	3826	--
yu	8213	4.74	1.4682	826	--	--	4223
zijn	8214	4.74	0.6328	4618	--	--	1376
ci	8215	4.73	1.1863	--	--	--	1993
cling	8216	4.73	1.4688	--	--	--	3493
niemand	8217	4.73	1.1863	--	--	--	3436
possessed	8218	4.73	1.9124	--	2849	--	--
refrain	8219	4.73	1.6555	--	--	--	2112
thangs	8220	4.73	1.5381	--	--	--	2636
weg	8221	4.73	1.2209	--	--	--	2264
bwoy	8222	4.73	1.5401	--	--	--	4653
#tcot	8223	4.72	0.9697	--	--	--	--
'i	8224	4.72	1.1959	--	--	--	--
43d	8225	4.72	1.1613	--	--	--	--
@johncmayer	8226	4.72	1.4003	--	--	--	--
a3	8227	4.72	1.1256	--	--	--	--
alien	8228	4.72	1.6293	3183	--	--	4583
assume	8229	4.72	1.1787	4259	1742	4057	--
bent	8230	4.72	1.5654	--	3880	--	1748
bestie	8231	4.72	1.5524	4598	--	--	--
citing	8232	4.72	1.4434	--	--	4396	--
claims	8233	4.72	1.4434	3368	1647	1833	--
condition	8234	4.72	1.3407	4093	635	1644	4771
ct	8235	4.72	1.2784	4179	4724	1063	--
d	8236	4.72	0.9044	463	140	424	1174
dealer	8237	4.72	1.7961	--	--	4202	--
depends	8238	4.72	0.8816	3000	1826	4587	4468
e	8239	4.72	0.9044	304	327	319	384
estas	8240	4.72	1.0309	--	--	--	2306
fits	8241	4.72	1.7847	--	--	--	3677
government's	8242	4.72	1.7266	--	--	--	--
guessing	8243	4.72	1.6293	4808	--	--	--
huh	8244	4.72	1.3856	1214	--	--	605
loca	8245	4.72	1.5391	--	--	--	3964
medical	8246	4.72	1.6041	2115	836	367	--
meh	8247	4.72	1.1256	2814	--	--	--
melhor	8248	4.72	1.3559	3755	--	--	--
offset	8249	4.72	1.1959	--	--	4407	--
period	8250	4.72	1.4291	2216	284	625	--
pulmonary	8251	4.72	1.3856	--	3903	--	--
redman	8252	4.72	1.4988	--	--	--	4570
repeatedly	8253	4.72	0.9485	--	4893	3522	--
ses	8254	4.72	1.1959	--	--	--	4949
sum1	8255	4.72	1.5391	--	--	--	--
surrounded	8256	4.72	1.5524	--	3240	3963	3024
tho	8257	4.72	1.2461	547	4306	--	--
umm	8258	4.72	1.4988	2606	--	--	4894
underneath	8259	4.72	1.2296	--	--	--	1384
vai	8260	4.72	0.8091	2017	--	--	3455
wake	8261	4.72	1.6542	725	--	3715	486
wird	8262	4.72	1.1073	4817	--	--	2572
wk	8263	4.72	0.9267	4872	--	--	--
wo	8264	4.72	1.2784	4755	--	--	871
doesn	8265	4.71	1.2247	--	2181	--	--
ei	8266	4.71	0.8898	--	--	--	4113
induced	8267	4.71	1.6457	--	2289	--	--
interference	8268	4.71	1.7321	--	4107	--	--
komm	8269	4.71	1.1180	--	--	--	4707
obligations	8270	4.71	1.6073	--	3988	--	--
perder	8271	4.71	1.2583	--	--	--	4590
pues	8272	4.71	1.5811	--	--	--	3288
tus	8273	4.71	1.3693	--	--	--	1209
voel	8274	4.71	1.1291	--	--	--	4580
boundaries	8275	4.70	1.5592	--	3318	--	--
affairs	8276	4.70	1.5940	--	1152	1210	--
almost	8277	4.70	1.0351	422	308	521	801
boi	8278	4.70	1.1650	4522	--	--	4929
c	8279	4.70	0.8391	655	197	385	1345
chasing	8280	4.70	1.3740	4896	--	--	2054
corporate	8281	4.70	1.5286	3425	2948	1032	--
corps	8282	4.70	1.4463	--	3336	2931	--
cos	8283	4.70	0.7626	2065	--	--	810
crossed	8284	4.70	1.3740	3177	3372	--	2145
duty	8285	4.70	1.2657	3179	1096	3215	4663
except	8286	4.70	1.4033	1342	661	1881	1916
excessive	8287	4.70	1.7642	--	3470	--	--
geef	8288	4.70	1.2164	--	--	--	4320
gue	8289	4.70	0.9949	1796	--	--	--
hella	8290	4.70	1.5551	1797	--	--	--
hound	8291	4.70	1.5811	--	--	--	4703
however	8292	4.70	0.9742	1981	120	574	4294
inc	8293	4.70	1.2330	2479	2205	194	--
isso	8294	4.70	1.0738	3174	--	--	--
kno	8295	4.70	0.8631	783	--	--	4187
lawmakers	8296	4.70	1.4604	--	--	2946	--
legislative	8297	4.70	1.5419	--	3164	2704	--
legislature	8298	4.70	1.5286	--	3373	2036	--
loc	8299	4.70	1.1112	--	--	--	4967
los	8300	4.70	1.1824	723	2459	585	601
mau	8301	4.70	0.9313	2159	--	--	--
maybe	8302	4.70	1.1112	288	2222	1127	255
mere	8303	4.70	1.3132	--	1490	--	--
nail	8304	4.70	1.4321	3637	--	--	3635
neva	8305	4.70	0.9949	3050	--	--	3331
nichts	8306	4.70	1.1824	--	--	--	3161
nuh	8307	4.70	1.3887	--	--	--	1621
nya	8308	4.70	0.7354	3281	--	--	--
payment	8309	4.70	2.0025	--	2182	2990	--
pullin	8310	4.70	1.4178	--	--	--	4827
rocky	8311	4.70	1.7291	--	--	--	4343
sd	8312	4.70	1.3132	4844	--	--	--
senate	8313	4.70	1.4178	2396	2609	614	--
ser	8314	4.70	1.0926	1898	--	--	1261
serbian	8315	4.70	1.3286	--	--	4468	--
seriously	8316	4.70	1.5551	575	2843	2685	--
slight	8317	4.70	1.0546	--	2561	--	--
striking	8318	4.70	1.8763	--	2747	3966	--
tweeps	8319	4.70	1.6568	1899	--	--	--
wrk	8320	4.70	1.5419	4940	--	--	--
wth	8321	4.70	1.0546	3664	--	--	--
yet	8322	4.70	0.7890	327	199	453	555
frontin	8323	4.69	1.5573	--	--	--	3687
iets	8324	4.69	1.1218	--	--	--	4743
sind	8325	4.69	1.2617	--	--	--	1900
weh	8326	4.69	1.2111	--	--	--	3401
shakes	8327	4.69	1.8237	--	--	--	4365
uns	8328	4.69	1.1878	--	--	--	1969
zou	8329	4.69	1.4754	--	--	--	3038
pasar	8330	4.68	1.0856	--	--	--	4832
ab	8331	4.68	1.3619	3216	4113	--	--
ba	8332	4.68	1.2848	3807	--	--	1032
bodies	8333	4.68	1.6218	--	1440	3572	1445
borrowed	8334	4.68	1.4348	--	--	--	4785
clinical	8335	4.68	1.3768	--	1350	2901	--
cross	8336	4.68	1.7076	1538	868	1759	748
curb	8337	4.68	1.2848	--	--	--	4681
cuz	8338	4.68	1.7195	440	--	--	313
deputy	8339	4.68	1.3468	--	4846	1349	--
doen	8340	4.68	0.9781	--	--	--	4226
dun	8341	4.68	1.3915	4306	--	--	3367
einen	8342	4.68	1.1147	4118	--	--	4431
gibt	8343	4.68	1.2362	--	--	--	4510
har	8344	4.68	1.3768	4166	--	--	2865
how	8345	4.68	1.0190	55	107	144	68
inevitable	8346	4.68	1.3619	--	3731	--	--
institutions	8347	4.68	1.6835	--	1191	2071	--
islam	8348	4.68	2.3250	--	4514	--	--
knives	8349	4.68	2.0941	--	--	--	4875
kono	8350	4.68	1.1507	--	--	--	4782
nem	8351	4.68	1.0962	3445	--	--	4718
oldest	8352	4.68	1.6468	--	--	4553	--
op	8353	4.68	0.7407	1410	2916	--	1022
overcast	8354	4.68	1.6591	4352	--	--	--
patient's	8355	4.68	1.5836	--	4257	--	--
pq	8356	4.68	1.1683	4685	--	--	--
qtr	8357	4.68	1.1683	--	--	2543	--
rapper	8358	4.68	1.9737	4504	--	--	2630
requires	8359	4.68	1.0190	--	1407	2356	--
ruling	8360	4.68	1.4490	--	4516	1520	--
shady	8361	4.68	1.7076	--	--	--	2124
sodium	8362	4.68	1.5043	--	3254	--	--
spots	8363	4.68	1.4061	4453	--	4940	3660
threw	8364	4.68	1.0583	2696	3673	3813	1516
uu	8365	4.68	1.2196	3923	--	--	--
wereld	8366	4.68	1.1507	--	--	--	4869
wht	8367	4.68	1.3005	3793	--	--	--
wir	8368	4.68	1.3161	--	--	--	1090
bg	8369	4.67	0.9217	--	--	--	3563
bump	8370	4.67	1.4199	--	--	--	1543
dein	8371	4.67	1.1436	--	--	--	2442
dependence	8372	4.67	1.9620	--	3509	--	--
flesh	8373	4.67	1.5598	--	2983	--	1045
hustle	8374	4.67	1.6880	--	--	--	2010
immer	8375	4.67	1.0486	--	--	--	2338
nooit	8376	4.67	1.4774	--	--	--	2697
dicen	8377	4.67	1.1361	--	--	--	4379
tumble	8378	4.67	1.7023	--	--	--	4665
13th	8379	4.66	1.6856	--	--	--	--
agora	8380	4.66	1.6113	2490	--	--	--
borrow	8381	4.66	1.5729	4792	--	--	3845
drip	8382	4.66	1.3940	--	--	--	2770
forms	8383	4.66	1.3342	--	530	3035	--
freakin	8384	4.66	1.8584	2584	--	--	--
ga	8385	4.66	0.8715	1079	--	3765	1210
hole	8386	4.66	0.9607	2229	3069	3143	884
if	8387	4.66	0.8947	43	43	57	37
inquiry	8388	4.66	1.3793	--	3153	2779	--
islamic	8389	4.66	1.5201	--	--	3104	--
iz	8390	4.66	1.1886	3259	--	--	--
minor	8391	4.66	1.2554	4297	2082	2175	--
nach	8392	4.66	1.2875	4207	--	--	2702
nuttin	8393	4.66	1.3793	--	--	--	2485
odd	8394	4.66	1.6489	1387	4330	--	--
pile	8395	4.66	0.8947	4848	--	--	3824
punk	8396	4.66	1.5201	3147	--	--	1285
quisiera	8397	4.66	1.4086	--	--	--	3732
ruff	8398	4.66	1.6239	--	--	--	3223
seu	8399	4.66	1.1537	3619	--	--	--
shorty	8400	4.66	1.4654	3628	--	--	1348
strung	8401	4.66	1.3342	--	--	--	4276
ter	8402	4.66	0.9392	4057	--	--	--
theres	8403	4.66	1.2390	1820	--	--	1369
tua	8404	4.66	1.1359	--	--	--	4367
um	8405	4.66	0.9172	580	--	--	1198
v	8406	4.66	1.3032	1109	358	1401	3095
wanting	8407	4.66	1.4792	2184	4905	--	1609
yeltsin	8408	4.66	1.0616	--	--	4240	--
yur	8409	4.66	1.3342	3683	--	--	--
indirect	8410	4.65	1.3927	--	4145	--	--
rappin	8411	4.65	1.9100	--	--	--	3710
raps	8412	4.65	1.7387	--	--	--	3192
stripped	8413	4.65	1.9317	--	--	--	4538
tire	8414	4.65	1.4938	--	--	--	4992
undone	8415	4.65	1.2341	--	--	--	2380
wolves	8416	4.65	2.2781	--	--	--	3835
mek	8417	4.65	0.8377	--	--	--	2862
#ff	8418	4.64	1.3667	--	--	--	--
b3	8419	4.64	0.9848	--	--	--	--
crazy	8420	4.64	2.2566	383	--	4761	312
dry	8421	4.64	1.2578	2000	1565	3464	908
euch	8422	4.64	1.1911	--	--	--	3599
f	8423	4.64	1.4675	970	482	338	2430
freak	8424	4.64	1.9247	2706	--	--	944
freaky	8425	4.64	1.9458	--	--	--	1958
fucking	8426	4.64	2.9260	448	--	--	620
